# Redshift evolution of the volume-averaged He III fraction
# considering AGN with M_{1450} < -18 and M_{1450} < -18 from the
# model presented in Kulkarni, Worseck, and Hennawi 2018
# (arXiv:1807.09774 [astro-ph.GA]), Figure 11.
#
# Column 1: z
# Column 2: Q_HeIII with M_{1450} < -18 AGN
# Column 3: Lower bound on column 2 (68.26% equal-tailed credible interval)
# Column 4: Upper bound on column 2 (68.26% equal-tailed credible interval)
# Column 5: Q_HeIII with M_{1450} < -21 AGN 
# Column 6: Lower bound on column 5 (68.26% equal-tailed credible interval)
# Column 7: Upper bound on column 5 (68.26% equal-tailed credible interval)
z         Q_HeIII_18  Q_HeIII_18_l  Q_HeIII_18_u  Q_HeIII_21    Q_HeIII_21_l  Q_HeIII_21_u
 6.318  1.027627e-02  2.994603e-03  2.552484e-02  4.167495e-03  2.055562e-03  6.670667e-03
 6.306  1.049569e-02  3.074402e-03  2.598267e-02  4.262450e-03  2.108163e-03  6.804838e-03
 6.294  1.071995e-02  3.156270e-03  2.644621e-02  4.359479e-03  2.161962e-03  6.941691e-03
 6.282  1.094911e-02  3.240249e-03  2.691600e-02  4.458573e-03  2.216993e-03  7.081277e-03
 6.270  1.118329e-02  3.326378e-03  2.739340e-02  4.559762e-03  2.273285e-03  7.223643e-03
 6.258  1.142246e-02  3.414699e-03  2.787880e-02  4.663100e-03  2.330864e-03  7.368825e-03
 6.246  1.166645e-02  3.505232e-03  2.837218e-02  4.768634e-03  2.389765e-03  7.516869e-03
 6.234  1.191521e-02  3.597865e-03  2.887419e-02  4.876409e-03  2.450016e-03  7.667805e-03
 6.222  1.216874e-02  3.692513e-03  2.938554e-02  4.986472e-03  2.511647e-03  7.821546e-03
 6.210  1.242708e-02  3.789228e-03  2.990513e-02  5.098876e-03  2.574692e-03  7.978089e-03
 6.198  1.269030e-02  3.888155e-03  3.043249e-02  5.213699e-03  2.639185e-03  8.137512e-03
 6.186  1.295854e-02  3.989589e-03  3.096741e-02  5.331024e-03  2.705165e-03  8.299981e-03
 6.174  1.323189e-02  4.093641e-03  3.150993e-02  5.450951e-03  2.772658e-03  8.465615e-03
 6.162  1.351045e-02  4.200399e-03  3.206023e-02  5.573572e-03  2.841694e-03  8.634538e-03
 6.150  1.379435e-02  4.309930e-03  3.261847e-02  5.698977e-03  2.912301e-03  8.806769e-03
 6.138  1.408385e-02  4.422306e-03  3.318551e-02  5.827224e-03  2.984480e-03  8.982302e-03
 6.126  1.437951e-02  4.537573e-03  3.376338e-02  5.958347e-03  3.058238e-03  9.161099e-03
 6.114  1.468147e-02  4.655824e-03  3.435149e-02  6.092411e-03  3.133609e-03  9.343175e-03
 6.102  1.498980e-02  4.777130e-03  3.494899e-02  6.229483e-03  3.210633e-03  9.528605e-03
 6.090  1.530458e-02  4.901564e-03  3.555569e-02  6.369601e-03  3.289361e-03  9.717486e-03
 6.078  1.562592e-02  5.029204e-03  3.617159e-02  6.512796e-03  3.369891e-03  9.909955e-03
 6.066  1.595395e-02  5.160128e-03  3.679686e-02  6.659062e-03  3.452356e-03  1.010635e-02
 6.054  1.628881e-02  5.294415e-03  3.743165e-02  6.808422e-03  3.536894e-03  1.030676e-02
 6.042  1.663066e-02  5.432146e-03  3.807608e-02  6.960952e-03  3.623533e-03  1.051126e-02
 6.030  1.697977e-02  5.573403e-03  3.873035e-02  7.116718e-03  3.712321e-03  1.071996e-02
 6.018  1.733653e-02  5.718268e-03  3.939504e-02  7.275831e-03  3.803318e-03  1.093295e-02
 6.006  1.770136e-02  5.866827e-03  4.007170e-02  7.438297e-03  3.896574e-03  1.115037e-02
 5.994  1.807462e-02  6.019167e-03  4.076100e-02  7.604217e-03  3.992140e-03  1.137239e-02
 5.982  1.845647e-02  6.175377e-03  4.146352e-02  7.773727e-03  4.090067e-03  1.159917e-02
 5.970  1.884704e-02  6.335550e-03  4.217986e-02  7.946982e-03  4.190405e-03  1.183045e-02
 5.958  1.924654e-02  6.499779e-03  4.291072e-02  8.124168e-03  4.293211e-03  1.206612e-02
 5.946  1.965516e-02  6.668159e-03  4.365755e-02  8.305410e-03  4.398557e-03  1.230600e-02
 5.934  2.007309e-02  6.840788e-03  4.442090e-02  8.490769e-03  4.506507e-03  1.255012e-02
 5.922  2.050051e-02  7.017772e-03  4.520131e-02  8.680293e-03  4.617120e-03  1.279855e-02
 5.910  2.093761e-02  7.199217e-03  4.600025e-02  8.873939e-03  4.730450e-03  1.305135e-02
 5.898  2.138460e-02  7.385229e-03  4.681785e-02  9.071730e-03  4.846555e-03  1.330860e-02
 5.886  2.184168e-02  7.575921e-03  4.765311e-02  9.273895e-03  4.965510e-03  1.357044e-02
 5.874  2.230906e-02  7.771404e-03  4.850387e-02  9.480376e-03  5.087384e-03  1.383706e-02
 5.862  2.278695e-02  7.971791e-03  4.936807e-02  9.691114e-03  5.212244e-03  1.410872e-02
 5.850  2.327545e-02  8.177199e-03  5.024533e-02  9.906293e-03  5.340152e-03  1.438581e-02
 5.838  2.377452e-02  8.387746e-03  5.113715e-02  1.012603e-02  5.471173e-03  1.466861e-02
 5.826  2.428409e-02  8.603548e-03  5.204885e-02  1.035041e-02  5.605404e-03  1.495727e-02
 5.814  2.480452e-02  8.824659e-03  5.298111e-02  1.057935e-02  5.742962e-03  1.525191e-02
 5.802  2.533629e-02  9.051110e-03  5.393438e-02  1.081281e-02  5.884036e-03  1.555256e-02
 5.790  2.588018e-02  9.283024e-03  5.490899e-02  1.105087e-02  6.028799e-03  1.585915e-02
 5.778  2.643590e-02  9.520526e-03  5.590372e-02  1.129363e-02  6.177361e-03  1.617154e-02
 5.766  2.700150e-02  9.763737e-03  5.691385e-02  1.154119e-02  6.329825e-03  1.648961e-02
 5.754  2.757735e-02  1.001280e-02  5.793836e-02  1.179364e-02  6.486290e-03  1.681341e-02
 5.742  2.816408e-02  1.026783e-02  5.897660e-02  1.205110e-02  6.646846e-03  1.714309e-02
 5.730  2.876243e-02  1.052893e-02  6.002875e-02  1.231369e-02  6.811578e-03  1.747873e-02
 5.718  2.937306e-02  1.079617e-02  6.109629e-02  1.258150e-02  6.980581e-03  1.782042e-02
 5.706  2.999707e-02  1.106962e-02  6.218350e-02  1.285452e-02  7.153981e-03  1.816833e-02
 5.694  3.063468e-02  1.134923e-02  6.328996e-02  1.313289e-02  7.331894e-03  1.852255e-02
 5.682  3.128600e-02  1.163499e-02  6.441490e-02  1.341676e-02  7.514418e-03  1.888339e-02
 5.670  3.195138e-02  1.192698e-02  6.555887e-02  1.370627e-02  7.701647e-03  1.925136e-02
 5.658  3.263067e-02  1.222535e-02  6.672224e-02  1.400154e-02  7.893679e-03  1.962726e-02
 5.646  3.332297e-02  1.253024e-02  6.790537e-02  1.430280e-02  8.090578e-03  2.001268e-02
 5.634  3.402769e-02  1.284176e-02  6.910810e-02  1.461013e-02  8.292351e-03  2.040706e-02
 5.622  3.474448e-02  1.315997e-02  7.033005e-02  1.492357e-02  8.498946e-03  2.080959e-02
 5.610  3.547502e-02  1.348505e-02  7.157057e-02  1.524362e-02  8.710364e-03  2.121993e-02
 5.598  3.621997e-02  1.381712e-02  7.282923e-02  1.557031e-02  8.926632e-03  2.163825e-02
 5.586  3.697967e-02  1.415637e-02  7.410644e-02  1.590344e-02  9.147815e-03  2.206549e-02
 5.574  3.775490e-02  1.450319e-02  7.540235e-02  1.624335e-02  9.374025e-03  2.250151e-02
 5.562  3.854660e-02  1.485807e-02  7.671727e-02  1.659050e-02  9.605346e-03  2.294612e-02
 5.550  3.935612e-02  1.522187e-02  7.805200e-02  1.694508e-02  9.841922e-03  2.340007e-02
 5.538  4.018365e-02  1.559498e-02  7.940712e-02  1.730724e-02  1.008385e-02  2.386355e-02
 5.526  4.102829e-02  1.597764e-02  8.078296e-02  1.767730e-02  1.033128e-02  2.433638e-02
 5.514  4.188986e-02  1.637006e-02  8.217994e-02  1.805565e-02  1.058446e-02  2.481839e-02
 5.502  4.276803e-02  1.677243e-02  8.359863e-02  1.844272e-02  1.084369e-02  2.530960e-02
 5.489  4.366060e-02  1.718481e-02  8.503941e-02  1.883916e-02  1.110925e-02  2.581025e-02
 5.477  4.456640e-02  1.760723e-02  8.650305e-02  1.924520e-02  1.138130e-02  2.632102e-02
 5.465  4.548428e-02  1.803965e-02  8.799112e-02  1.966077e-02  1.166002e-02  2.684328e-02
 5.453  4.641608e-02  1.848250e-02  8.950497e-02  2.008644e-02  1.194555e-02  2.737727e-02
 5.441  4.736404e-02  1.893626e-02  9.104588e-02  2.052273e-02  1.223805e-02  2.792297e-02
 5.429  4.833006e-02  1.940143e-02  9.261512e-02  2.096910e-02  1.253785e-02  2.847952e-02
 5.417  4.931563e-02  1.987824e-02  9.421349e-02  2.142526e-02  1.284521e-02  2.904661e-02
 5.405  5.032337e-02  2.036674e-02  9.584230e-02  2.189082e-02  1.316056e-02  2.962449e-02
 5.393  5.135450e-02  2.086685e-02  9.749895e-02  2.236602e-02  1.348407e-02  3.021336e-02
 5.381  5.240983e-02  2.137850e-02  9.918035e-02  2.285117e-02  1.381593e-02  3.081340e-02
 5.369  5.348711e-02  2.190191e-02  1.008815e-01  2.334697e-02  1.415622e-02  3.142485e-02
 5.357  5.458482e-02  2.243736e-02  1.026038e-01  2.385380e-02  1.450499e-02  3.204789e-02
 5.345  5.570078e-02  2.298512e-02  1.043563e-01  2.437186e-02  1.486229e-02  3.268277e-02
 5.333  5.683608e-02  2.354543e-02  1.061391e-01  2.490140e-02  1.522825e-02  3.332969e-02
 5.321  5.799245e-02  2.411865e-02  1.079509e-01  2.544256e-02  1.560306e-02  3.398888e-02
 5.309  5.917320e-02  2.470499e-02  1.097922e-01  2.599519e-02  1.598696e-02  3.466053e-02
 5.297  6.037960e-02  2.530477e-02  1.116634e-01  2.655931e-02  1.638009e-02  3.534496e-02
 5.285  6.161225e-02  2.591825e-02  1.135649e-01  2.713516e-02  1.678267e-02  3.604226e-02
 5.273  6.287160e-02  2.654575e-02  1.154974e-01  2.772288e-02  1.719479e-02  3.675277e-02
 5.261  6.415814e-02  2.718759e-02  1.174615e-01  2.832268e-02  1.761657e-02  3.747678e-02
 5.249  6.547252e-02  2.784406e-02  1.194630e-01  2.893514e-02  1.804826e-02  3.821451e-02
 5.237  6.681515e-02  2.851552e-02  1.215041e-01  2.956062e-02  1.849031e-02  3.896629e-02
 5.225  6.818666e-02  2.920222e-02  1.235862e-01  3.019931e-02  1.894366e-02  3.973252e-02
 5.213  6.958604e-02  2.990457e-02  1.257048e-01  3.085097e-02  1.940774e-02  4.051315e-02
 5.201  7.101228e-02  3.062287e-02  1.278554e-01  3.151534e-02  1.988198e-02  4.130818e-02
 5.189  7.246629e-02  3.135822e-02  1.300380e-01  3.219303e-02  2.036704e-02  4.211812e-02
 5.177  7.394822e-02  3.211111e-02  1.322548e-01  3.288428e-02  2.086332e-02  4.294332e-02
 5.165  7.545759e-02  3.288216e-02  1.345119e-01  3.358917e-02  2.137108e-02  4.378406e-02
 5.153  7.699480e-02  3.367174e-02  1.368077e-01  3.430760e-02  2.189054e-02  4.464046e-02
 5.141  7.855989e-02  3.448024e-02  1.391394e-01  3.503954e-02  2.242196e-02  4.551250e-02
 5.129  8.014887e-02  3.530802e-02  1.415008e-01  3.578522e-02  2.296560e-02  4.639970e-02
 5.117  8.176075e-02  3.615511e-02  1.438911e-01  3.654489e-02  2.352160e-02  4.730190e-02
 5.105  8.339642e-02  3.702121e-02  1.463137e-01  3.731897e-02  2.409000e-02  4.821917e-02
 5.093  8.505688e-02  3.790653e-02  1.487712e-01  3.810799e-02  2.467128e-02  4.915224e-02
 5.081  8.674303e-02  3.881113e-02  1.512662e-01  3.891260e-02  2.526595e-02  5.010200e-02
 5.069  8.845296e-02  3.973331e-02  1.538011e-01  3.973325e-02  2.587433e-02  5.107050e-02
 5.057  9.018700e-02  4.067309e-02  1.563774e-01  4.057011e-02  2.649627e-02  5.205828e-02
 5.045  9.194794e-02  4.163257e-02  1.589965e-01  4.142331e-02  2.713094e-02  5.306513e-02
 5.033  9.373794e-02  4.261285e-02  1.616591e-01  4.229313e-02  2.777826e-02  5.409185e-02
 5.021  9.555904e-02  4.361500e-02  1.643653e-01  4.318008e-02  2.843822e-02  5.513922e-02
 5.009  9.741278e-02  4.463952e-02  1.671113e-01  4.408556e-02  2.911088e-02  5.620716e-02
 4.997  9.929994e-02  4.568683e-02  1.698981e-01  4.501103e-02  2.979660e-02  5.729590e-02
 4.985  1.012215e-01  4.675744e-02  1.727327e-01  4.595905e-02  3.049646e-02  5.840609e-02
 4.973  1.031807e-01  4.785183e-02  1.756161e-01  4.692733e-02  3.121143e-02  5.953783e-02
 4.961  1.051808e-01  4.897047e-02  1.785489e-01  4.791326e-02  3.194224e-02  6.069112e-02
 4.949  1.072229e-01  5.011393e-02  1.815301e-01  4.891634e-02  3.268908e-02  6.186604e-02
 4.937  1.093076e-01  5.128263e-02  1.845592e-01  4.993687e-02  3.345204e-02  6.306300e-02
 4.925  1.114357e-01  5.247715e-02  1.876359e-01  5.097624e-02  3.423124e-02  6.428304e-02
 4.913  1.136080e-01  5.369801e-02  1.907576e-01  5.203406e-02  3.502691e-02  6.552732e-02
 4.901  1.158251e-01  5.494572e-02  1.939221e-01  5.311003e-02  3.583938e-02  6.679696e-02
 4.889  1.180879e-01  5.622093e-02  1.971321e-01  5.420645e-02  3.666910e-02  6.809221e-02
 4.877  1.203969e-01  5.752409e-02  2.003898e-01  5.532434e-02  3.751642e-02  6.941338e-02
 4.865  1.227532e-01  5.885584e-02  2.036989e-01  5.646456e-02  3.838161e-02  7.076111e-02
 4.853  1.251573e-01  6.021673e-02  2.070630e-01  5.762739e-02  3.926492e-02  7.213562e-02
 4.841  1.276098e-01  6.160734e-02  2.104855e-01  5.881315e-02  4.016651e-02  7.353712e-02
 4.829  1.301077e-01  6.302837e-02  2.139683e-01  6.002275e-02  4.108651e-02  7.496543e-02
 4.817  1.326504e-01  6.448041e-02  2.175104e-01  6.125623e-02  4.202536e-02  7.642062e-02
 4.805  1.352385e-01  6.596456e-02  2.211068e-01  6.251297e-02  4.298425e-02  7.790317e-02
 4.793  1.378753e-01  6.748265e-02  2.247567e-01  6.379378e-02  4.396385e-02  7.941357e-02
 4.781  1.405637e-01  6.903620e-02  2.284603e-01  6.509963e-02  4.496483e-02  8.095271e-02
 4.769  1.432972e-01  7.062288e-02  2.322236e-01  6.643091e-02  4.598797e-02  8.252305e-02
 4.757  1.460736e-01  7.224207e-02  2.360500e-01  6.778783e-02  4.703372e-02  8.412601e-02
 4.745  1.488924e-01  7.389443e-02  2.399439e-01  6.917050e-02  4.810254e-02  8.576279e-02
 4.733  1.517578e-01  7.558339e-02  2.439051e-01  7.058029e-02  4.919379e-02  8.743295e-02
 4.721  1.546739e-01  7.731302e-02  2.479332e-01  7.201864e-02  5.030688e-02  8.913602e-02
 4.709  1.576373e-01  7.908339e-02  2.520280e-01  7.348710e-02  5.144314e-02  9.087234e-02
 4.697  1.606487e-01  8.089445e-02  2.561898e-01  7.498670e-02  5.260320e-02  9.264176e-02
 4.685  1.637139e-01  8.274541e-02  2.604191e-01  7.651915e-02  5.378759e-02  9.444345e-02
 4.673  1.668333e-01  8.463571e-02  2.647160e-01  7.808271e-02  5.499677e-02  9.627715e-02
 4.661  1.700066e-01  8.656624e-02  2.690805e-01  7.967543e-02  5.623148e-02  9.814291e-02
 4.649  1.732338e-01  8.853766e-02  2.735103e-01  8.129687e-02  5.749228e-02  1.000437e-01
 4.637  1.765161e-01  9.055080e-02  2.780048e-01  8.294703e-02  5.877984e-02  1.019822e-01
 4.625  1.798579e-01  9.260641e-02  2.825644e-01  8.462655e-02  6.009464e-02  1.039627e-01
 4.613  1.832614e-01  9.470573e-02  2.871891e-01  8.633669e-02  6.143673e-02  1.059860e-01
 4.601  1.867282e-01  9.685037e-02  2.918792e-01  8.807881e-02  6.280600e-02  1.080516e-01
 4.589  1.902570e-01  9.904212e-02  2.966382e-01  8.985357e-02  6.420255e-02  1.101537e-01
 4.577  1.938482e-01  1.012828e-01  3.014679e-01  9.166139e-02  6.562692e-02  1.122912e-01
 4.565  1.975049e-01  1.035742e-01  3.063699e-01  9.350291e-02  6.708068e-02  1.144655e-01
 4.553  2.012291e-01  1.059184e-01  3.113450e-01  9.537875e-02  6.856459e-02  1.166765e-01
 4.541  2.050227e-01  1.083164e-01  3.163941e-01  9.728960e-02  7.007942e-02  1.189237e-01
 4.529  2.088859e-01  1.107667e-01  3.215183e-01  9.923689e-02  7.162582e-02  1.212080e-01
 4.517  2.128206e-01  1.132691e-01  3.267183e-01  1.012216e-01  7.320475e-02  1.235310e-01
 4.505  2.168323e-01  1.158244e-01  3.319952e-01  1.032450e-01  7.481808e-02  1.258960e-01
 4.492  2.209185e-01  1.184334e-01  3.373548e-01  1.053082e-01  7.646543e-02  1.283044e-01
 4.480  2.250765e-01  1.210970e-01  3.428031e-01  1.074121e-01  7.814629e-02  1.307572e-01
 4.468  2.293088e-01  1.238165e-01  3.483422e-01  1.095576e-01  7.986259e-02  1.332558e-01
 4.456  2.336163e-01  1.265927e-01  3.539733e-01  1.117460e-01  8.161529e-02  1.358014e-01
 4.444  2.379994e-01  1.294269e-01  3.596974e-01  1.139803e-01  8.340561e-02  1.383957e-01
 4.432  2.424577e-01  1.323212e-01  3.655125e-01  1.162575e-01  8.523243e-02  1.410396e-01
 4.420  2.469902e-01  1.352770e-01  3.714164e-01  1.185752e-01  8.709497e-02  1.437340e-01
 4.408  2.515861e-01  1.382908e-01  3.774067e-01  1.209402e-01  8.899864e-02  1.464797e-01
 4.396  2.562469e-01  1.413607e-01  3.834808e-01  1.233544e-01  9.094518e-02  1.492766e-01
 4.384  2.609873e-01  1.444842e-01  3.896333e-01  1.258167e-01  9.293463e-02  1.521227e-01
 4.372  2.658087e-01  1.476654e-01  3.958731e-01  1.283273e-01  9.496638e-02  1.550184e-01
 4.360  2.707114e-01  1.509087e-01  4.022094e-01  1.308867e-01  9.703985e-02  1.579647e-01
 4.348  2.756967e-01  1.542141e-01  4.086436e-01  1.334938e-01  9.915598e-02  1.609681e-01
 4.336  2.807656e-01  1.575820e-01  4.151766e-01  1.361480e-01  1.013154e-01  1.640293e-01
 4.324  2.859194e-01  1.610138e-01  4.218096e-01  1.388484e-01  1.035191e-01  1.671448e-01
 4.312  2.911501e-01  1.645104e-01  4.285437e-01  1.415955e-01  1.057678e-01  1.703172e-01
 4.300  2.964497e-01  1.680728e-01  4.353804e-01  1.443900e-01  1.080624e-01  1.735485e-01
 4.288  3.018186e-01  1.717022e-01  4.423215e-01  1.472320e-01  1.104038e-01  1.768326e-01
 4.276  3.072590e-01  1.753992e-01  4.493687e-01  1.501223e-01  1.127933e-01  1.801706e-01
 4.264  3.127769e-01  1.791639e-01  4.565230e-01  1.530641e-01  1.152334e-01  1.835716e-01
 4.252  3.183845e-01  1.829961e-01  4.637922e-01  1.560570e-01  1.177231e-01  1.870398e-01
 4.240  3.240934e-01  1.868953e-01  4.711821e-01  1.591005e-01  1.202612e-01  1.905781e-01
 4.228  3.299017e-01  1.908628e-01  4.786713e-01  1.621992e-01  1.228500e-01  1.941833e-01
 4.216  3.358034e-01  1.949019e-01  4.862603e-01  1.653553e-01  1.254916e-01  1.978545e-01
 4.204  3.417805e-01  1.990217e-01  4.939708e-01  1.685706e-01  1.281891e-01  2.015923e-01
 4.192  3.478377e-01  2.032218e-01  5.018128e-01  1.718466e-01  1.309446e-01  2.053990e-01
 4.180  3.539823e-01  2.075009e-01  5.097938e-01  1.751851e-01  1.337598e-01  2.092772e-01
 4.168  3.602286e-01  2.118512e-01  5.179104e-01  1.785908e-01  1.366356e-01  2.132281e-01
 4.156  3.665820e-01  2.162724e-01  5.261614e-01  1.820655e-01  1.395717e-01  2.172526e-01
 4.144  3.730443e-01  2.207703e-01  5.345462e-01  1.856091e-01  1.425662e-01  2.213520e-01
 4.132  3.796169e-01  2.253494e-01  5.430700e-01  1.892203e-01  1.456190e-01  2.255279e-01
 4.120  3.863014e-01  2.300134e-01  5.517380e-01  1.928978e-01  1.487296e-01  2.297815e-01
 4.108  3.930979e-01  2.347621e-01  5.605525e-01  1.966427e-01  1.518992e-01  2.341109e-01
 4.096  4.000100e-01  2.395960e-01  5.695123e-01  2.004555e-01  1.551290e-01  2.385149e-01
 4.084  4.070482e-01  2.445176e-01  5.786113e-01  2.043359e-01  1.584230e-01  2.429909e-01
 4.072  4.142085e-01  2.495298e-01  5.878414e-01  2.082870e-01  1.617870e-01  2.475414e-01
 4.060  4.214856e-01  2.546352e-01  5.971957e-01  2.123119e-01  1.652268e-01  2.521695e-01
 4.048  4.288702e-01  2.598319e-01  6.066865e-01  2.164067e-01  1.687417e-01  2.568831e-01
 4.036  4.363555e-01  2.651177e-01  6.163212e-01  2.205706e-01  1.723301e-01  2.616830e-01
 4.024  4.439291e-01  2.704864e-01  6.261103e-01  2.248044e-01  1.759882e-01  2.665639e-01
 4.012  4.516023e-01  2.759343e-01  6.360403e-01  2.291128e-01  1.797167e-01  2.715301e-01
 4.000  4.593884e-01  2.814593e-01  6.460967e-01  2.335009e-01  1.835169e-01  2.765872e-01
 3.988  4.672960e-01  2.870746e-01  6.562794e-01  2.379708e-01  1.873903e-01  2.817453e-01
 3.976  4.753300e-01  2.927881e-01  6.665916e-01  2.425221e-01  1.913378e-01  2.870042e-01
 3.964  4.834965e-01  2.986130e-01  6.770428e-01  2.471521e-01  1.953602e-01  2.923533e-01
 3.952  4.917953e-01  3.045515e-01  6.876392e-01  2.518613e-01  1.994579e-01  2.977928e-01
 3.940  5.002243e-01  3.106053e-01  6.983856e-01  2.566512e-01  2.036315e-01  3.033239e-01
 3.928  5.087675e-01  3.167763e-01  7.092729e-01  2.615228e-01  2.078863e-01  3.089481e-01
 3.916  5.174233e-01  3.230660e-01  7.202983e-01  2.664774e-01  2.122242e-01  3.146665e-01
 3.904  5.262020e-01  3.294763e-01  7.314617e-01  2.715169e-01  2.166458e-01  3.204805e-01
 3.892  5.351141e-01  3.360082e-01  7.427859e-01  2.766435e-01  2.211518e-01  3.263912e-01
 3.880  5.441686e-01  3.426629e-01  7.542930e-01  2.818594e-01  2.257433e-01  3.324002e-01
 3.868  5.533587e-01  3.494417e-01  7.659711e-01  2.871692e-01  2.304212e-01  3.385102e-01
 3.856  5.626901e-01  3.563451e-01  7.778153e-01  2.925739e-01  2.351864e-01  3.447232e-01
 3.844  5.721889e-01  3.633715e-01  7.898216e-01  2.980729e-01  2.400395e-01  3.510417e-01
 3.832  5.818428e-01  3.705164e-01  8.019908e-01  3.036677e-01  2.449765e-01  3.574601e-01
 3.820  5.916389e-01  3.777768e-01  8.143242e-01  3.093607e-01  2.499935e-01  3.639728e-01
 3.808  6.015981e-01  3.851711e-01  8.268229e-01  3.151566e-01  2.550992e-01  3.705884e-01
 3.796  6.117247e-01  3.927039e-01  8.394882e-01  3.210563e-01  2.602973e-01  3.773145e-01
 3.784  6.220100e-01  4.003711e-01  8.523213e-01  3.270581e-01  2.655914e-01  3.841658e-01
 3.772  6.324514e-01  4.081691e-01  8.653248e-01  3.331649e-01  2.709802e-01  3.911368e-01
 3.760  6.430468e-01  4.160946e-01  8.785015e-01  3.393795e-01  2.764623e-01  3.982210e-01
 3.748  6.537976e-01  4.241465e-01  8.918570e-01  3.456940e-01  2.820433e-01  4.054192e-01
 3.736  6.647090e-01  4.323279e-01  9.053933e-01  3.521102e-01  2.877265e-01  4.127346e-01
 3.724  6.757944e-01  4.406498e-01  9.191094e-01  3.586404e-01  2.935153e-01  4.201752e-01
 3.712  6.870662e-01  4.491158e-01  9.330041e-01  3.652945e-01  2.994093e-01  4.277430e-01
 3.700  6.985332e-01  4.577291e-01  9.470773e-01  3.720810e-01  3.054076e-01  4.354400e-01
 3.688  7.101620e-01  4.664908e-01  9.613373e-01  3.789972e-01  3.115116e-01  4.432683e-01
 3.676  7.219427e-01  4.754042e-01  9.757879e-01  3.860415e-01  3.177241e-01  4.512299e-01
 3.664  7.338755e-01  4.844766e-01  9.904318e-01  3.932104e-01  3.240522e-01  4.593288e-01
 3.652  7.459715e-01  4.936933e-01  1.000000e+00  4.005046e-01  3.304962e-01  4.675667e-01
 3.640  7.582432e-01  5.030357e-01  1.000000e+00  4.079261e-01  3.370563e-01  4.759452e-01
 3.628  7.707056e-01  5.124636e-01  1.000000e+00  4.154874e-01  3.437355e-01  4.844671e-01
 3.616  7.833590e-01  5.219641e-01  1.000000e+00  4.231897e-01  3.505350e-01  4.931341e-01
 3.604  7.961877e-01  5.315343e-01  1.000000e+00  4.310246e-01  3.574554e-01  5.019486e-01
 3.592  8.091945e-01  5.412245e-01  1.000000e+00  4.389905e-01  3.644950e-01  5.109150e-01
 3.580  8.223845e-01  5.510833e-01  1.000000e+00  4.470868e-01  3.716519e-01  5.200380e-01
 3.568  8.357712e-01  5.610926e-01  1.000000e+00  4.553181e-01  3.789257e-01  5.293272e-01
 3.556  8.493478e-01  5.712420e-01  1.000000e+00  4.636857e-01  3.863176e-01  5.387812e-01
 3.544  8.630774e-01  5.815158e-01  1.000000e+00  4.721880e-01  3.938317e-01  5.483853e-01
 3.532  8.769554e-01  5.919410e-01  1.000000e+00  4.808250e-01  4.014704e-01  5.581339e-01
 3.520  8.909816e-01  6.025466e-01  1.000000e+00  4.895971e-01  4.092358e-01  5.680233e-01
 3.508  9.051774e-01  6.133410e-01  1.000000e+00  4.985148e-01  4.171290e-01  5.780682e-01
 3.495  9.195529e-01  6.243382e-01  1.000000e+00  5.075850e-01  4.251568e-01  5.882701e-01
 3.483  9.341167e-01  6.355740e-01  1.000000e+00  5.168182e-01  4.333386e-01  5.986195e-01
 3.471  9.488703e-01  6.470260e-01  1.000000e+00  5.262093e-01  4.416610e-01  6.091253e-01
 3.459  9.638140e-01  6.586690e-01  1.000000e+00  5.357519e-01  4.501104e-01  6.197972e-01
 3.447  9.789408e-01  6.704981e-01  1.000000e+00  5.454425e-01  4.587020e-01  6.306335e-01
 3.435  9.942543e-01  6.825118e-01  1.000000e+00  5.552845e-01  4.674380e-01  6.416393e-01
 3.423  1.000000e+00  6.947088e-01  1.000000e+00  5.652912e-01  4.763095e-01  6.528321e-01
 3.411  1.000000e+00  7.071147e-01  1.000000e+00  5.754542e-01  4.853203e-01  6.642153e-01
 3.399  1.000000e+00  7.197556e-01  1.000000e+00  5.857640e-01  4.944749e-01  6.757915e-01
 3.387  1.000000e+00  7.326343e-01  1.000000e+00  5.962264e-01  5.037745e-01  6.875626e-01
 3.375  1.000000e+00  7.457528e-01  1.000000e+00  6.068459e-01  5.132203e-01  6.995303e-01
 3.363  1.000000e+00  7.591139e-01  1.000000e+00  6.176307e-01  5.228149e-01  7.116968e-01
 3.351  1.000000e+00  7.727190e-01  1.000000e+00  6.285877e-01  5.325613e-01  7.240636e-01
 3.339  1.000000e+00  7.865689e-01  1.000000e+00  6.397235e-01  5.424636e-01  7.366324e-01
 3.327  1.000000e+00  8.006612e-01  1.000000e+00  6.510446e-01  5.525294e-01  7.494017e-01
 3.315  1.000000e+00  8.149866e-01  1.000000e+00  6.625536e-01  5.627653e-01  7.623730e-01
 3.303  1.000000e+00  8.295172e-01  1.000000e+00  6.742518e-01  5.731844e-01  7.755511e-01
 3.291  1.000000e+00  8.442406e-01  1.000000e+00  6.861448e-01  5.837868e-01  7.889418e-01
 3.279  1.000000e+00  8.591467e-01  1.000000e+00  6.982382e-01  5.945718e-01  8.025496e-01
 3.267  1.000000e+00  8.742371e-01  1.000000e+00  7.105313e-01  6.055435e-01  8.163609e-01
 3.255  1.000000e+00  8.895132e-01  1.000000e+00  7.230192e-01  6.167013e-01  8.303722e-01
