tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20181116A,-9999,-9999,36.050,0.043,-9999,4.52,0.23,-9999,161.75,-51.22,12.7,6.0,-9999,-9999,-9999,-9999,25.3,354.2,0,2.9,0,4.9,35.9,355.4330,0.0018,318.3,326.4,0.00197,<0.00047,-9999,4.0,1.4,-9999,5.23,0.91,-9999,0,58438.2812218341,0.0000000017,58438.2811152523,0.0000000018,0.000439,0.000017,2.37,0.70,-11.0,1.4,704.7,400.2,445.8,136752.629,134058,0.569,0
FRB20181116B,-9999,-9999,232.66,0.20,-9999,64.940,0.056,-9999,100.53,44.64,22,17,-9999,-9999,-9999,-9999,16,409.2,0,1.2,0,2.0,25.8,409.876,0.018,373.5,380.6,0.00393,0.000171,0.000025,0.74,0.24,-9999,1.92,0.40,-9999,0,58438.8235451294,0.0000000026,58438.8234222220,0.0000000059,0.000642,0.000079,-8.8,1.7,-4.7,7.5,505.5,400.2,400.2,304225.793,303385,0.513,0
FRB20181117C,-9999,-9999,53.21,0.17,-9999,25.73,0.18,-9999,162.76,-24.4,14.9,6.8,-9999,-9999,-9999,-9999,28.3,1776.0,0,1.0,0,1.4,36,1773.7387,0.0011,1707.6,1705.2,0.00393,0.00237,0.00016,1.57,0.53,-9999,3.0,1.1,-9999,0,58439.3255450566,0.0000000019,58439.3250131752,0.0000000019,<0.00010,-9999,48.6,5.1,-46.3,4.8,800.2,541.2,676.5,227516.73,225785,0.508,0
FRB20181117A,-9999,-9999,147.73,0.22,-9999,52.51,0.22,-9999,163.13,48.07,19,11,-9999,-9999,-9999,-9999,12.2,960.8,0,3.8,0,7.6,13.5,959.280,0.016,921.2,932.6,0.0059,<0.0028,-9999,0.61,0.49,-9999,3.1,1.7,-9999,0,58439.5844513635,0.0000000063,58439.5841637094,0.0000000079,0.00234,0.00025,1.0,1.6,-0.6,2.1,800.2,400.2,800.2,338484.086,338042,0.457,0
FRB20181117B,-9999,-9999,81.09,0.19,-9999,79.990,0.099,-9999,133.04,23.06,69,38,-9999,58,37,-9999,17.1,540.2,4.4,1.3,8.0,2.6,18.9,538.2000,0.0081,473.2,470.1,0.00786,<0.0013,-9999,3.6,3.2,-9999,11.0,6.9,-9999,0,58439.8963540176,0.0000000040,58439.8961926304,0.0000000046,0.00100,0.00014,5.4,3.5,-9.3,4.5,800.2,400.2,536.4,294874.296,294261,0.527,0
FRB20181117B,-9999,-9999,81.09,0.19,-9999,79.990,0.099,-9999,133.04,23.06,69,38,-9999,58,37,-9999,17.1,540.2,4.4,1.3,8.0,2.6,18.9,538.2000,0.0081,473.2,470.1,0.00786,<0.0013,-9999,3.6,3.2,-9999,11.0,6.9,-9999,1,58439.8963540732,0.0000000033,58439.8961926861,0.0000000041,0.00128,0.00020,11.4,4.4,-31.2,8.7,630.4,400.2,480.4,294874.296,294261,0.527,0
FRB20181118A,-9999,-9999,20.65,0.23,-9999,-6.41,0.40,-9999,144.0,-68.0,10.9,7.5,-9999,-9999,-9999,-9999,10.8,558.0,0,13.1,0,26.1,13.9,557.4068,0.0083,525.9,536.0,0.00393,<0.0015,-9999,4.3,2.4,-9999,10.0,5.0,-9999,0,58440.2337872672,0.0000000065,58440.2336201206,0.0000000069,0.00127,0.00013,1.5,1.9,-1.7,2.3,800.2,400.2,630.1,329428.304,328314,0.473,0
FRB20181118B,-9999,-9999,58.28,0.19,-9999,10.79,0.26,-9999,178.42,-31.89,11.8,6.9,-9999,-9999,-9999,-9999,18.1,422.2,0,2.7,0,5.3,19.5,422.2771,0.0089,369.2,364.5,0.00393,<0.0018,-9999,0.78,0.53,-9999,3.2,1.9,-9999,0,58440.3357948862,0.0000000047,58440.3356682603,0.0000000054,0.00161,0.00012,5.3,1.3,-9.1,1.9,800.2,400.2,534.8,368797.13,366618,0.411,0
FRB20181118C,-9999,FRB20180814A,65.54,0.19,-9999,73.63,0.27,-9999,136.46,16.58,41,24,-9999,43.5,7.9,-9999,10.3,187.6,43.8,6.9,155.9,25.6,17.8,190.167,0.037,102.4,81.8,0.00885,<0.0045,-9999,0.33,0.20,-9999,1.72,0.70,-9999,0,58440.3644640507,0.0000000081,58440.364407026,0.000000014,0.00378,0.00038,84,12,-174,25,570.7,453.4,508.7,572139.541,572730,0.387,0
FRB20181119B,-9999,-9999,299.38,0.15,-9999,31.12,0.13,-9999,67.76,1.09,15.2,3.4,-9999,-9999,-9999,-9999,49.9,608.2,0,35.0,0,63.0,150.9,609.1008,0.0052,166.8,108.3,0.02261,0.01659,0.00047,4.5,2.0,-9999,94,38,-9999,0,58441.0034779885,0.0000000023,58441.0032953407,0.0000000028,0.00333,0.00010,2.72,0.18,-4.65,0.23,800.2,400.2,536.4,1696803.688,1663481,0.406,0
FRB20181119E,-9999,-9999,16.36,0.22,-9999,60.53,0.23,-9999,124.65,-2.29,24,14,-9999,-9999,-9999,-9999,11.2,1169.5,0,1.1,0,2.8,11.3,1169.768,0.017,949.5,893.6,0.00295,<0.0018,-9999,0.70,0.44,-9999,2.2,1.1,-9999,0,58441.219245241,0.000000015,58441.218894469,0.000000015,0.00148,0.00018,0.4,1.8,-3.2,3.0,800.2,400.2,425.3,342226.402,342906,0.449,0
FRB20181119D,FRB121102,FRB20121102A,82.994575,4e-07,RA from Chaterjee et al. (2017),33.147941,4e-06,Dec from Chaterjee et al. (2017),174.88,-0.22,17.04,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,23.7,595.2,0,12.0,0,21.8,41.8,564.367,0.043,375.9,277.3,0.03637,<0.0069,-9999,0.46,0.28,-9999,12.6,5.5,-9999,0,58441.401871911,0.000000029,58441.401702677,0.000000032,0.00500,0.00096,61,17,-59,15,800.2,548.9,668.9,1288631.088,1285296,0.41,0
FRB20181119D,FRB121102,FRB20121102A,82.994575,4e-07,RA from Chaterjee et al. (2017),33.147941,4e-06,Dec from Chaterjee et al. (2017),174.88,-0.22,17.04,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,23.7,595.2,0,12.0,0,21.8,41.8,564.367,0.043,375.9,277.3,0.03637,<0.0069,-9999,0.46,0.28,-9999,12.6,5.5,-9999,1,58441.401872061,0.000000051,58441.401702827,0.000000053,0.0096,0.0031,72,11,-79,13,746.0,530.7,629.2,1288631.088,1285296,0.41,0
FRB20181119D,FRB121102,FRB20121102A,82.994575,4e-07,RA from Chaterjee et al. (2017),33.147941,4e-06,Dec from Chaterjee et al. (2017),174.88,-0.22,17.04,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,23.7,595.2,0,12.0,0,21.8,41.8,564.367,0.043,375.9,277.3,0.03637,<0.0069,-9999,0.46,0.28,-9999,12.6,5.5,-9999,2,58441.401872293,0.000000038,58441.401703059,0.000000040,0.0081,0.0027,75,23,-98,32,684.6,503.6,587.2,1288631.088,1285296,0.41,0
FRB20181119A,181119.J12+65,FRB20181119A,190.53,0.13,-9999,65.13,0.23,-9999,124.52,51.97,28,15,-9999,-9999,-9999,-9999,11.1,368.8,0,3.7,0,7.2,21.8,364.09,0.11,330.3,338.4,0.02064,<0.0084,-9999,0.31,0.18,-9999,3.5,1.2,-9999,0,58441.700731135,0.000000017,58441.700621957,0.000000036,0.00684,0.00077,58.0,8.1,-133,19,568.1,436.5,498.0,751466.109,751482,0.396,0
FRB20181119C,-9999,-9999,190.10,0.17,-9999,82.16,0.21,-9999,123.39,34.96,86,44,-9999,87,45,-9999,27,283.1,2.9,1.1,5.5,2.1,40.7,284.9594,0.0025,240.3,247.0,0.00098,<0.00048,-9999,2.8,1.3,-9999,3.5,1.6,-9999,0,58441.7128369598,0.0000000028,58441.7127515106,0.0000000029,0.000449,0.000016,-1.81,0.62,-5.7,1.5,657.7,400.2,400.2,187590.083,186042,0.402,0
FRB20181120B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,13.4,351.0,0,6.8,0,26.1,22.1,349.736,0.048,150.8,24.9,0.00393,<0.0013,-9999,1.04,0.36,-9999,2.74,0.76,-9999,0,58442.2472942316,0.0000000090,58442.247189358,0.000000017,0.001156,0.000087,25.8,4.7,-26.3,4.7,800.2,486.0,653.5,321299.003,321018,0.484,0
FRB20181120C,-9999,FRB20180814A,65.54,0.19,-9999,73.63,0.27,-9999,136.46,16.58,41,24,-9999,43.5,7.9,-9999,10.6,190.9,43.8,6.9,155.9,25.6,15.1,191.70,0.28,103.9,83.3,0.00786,0.0065,0.0021,0.38,0.20,-9999,3.7,1.0,-9999,0,58442.351020950,0.000000057,58442.35096346,0.00000010,0.00246,0.00057,39,12,-35,11,800.2,537.0,692.9,766814.871,766073,0.508,0
FRB20181122A,-9999,-9999,60.04,0.22,-9999,55.48,0.22,-9999,147.51,1.89,21,12,-9999,-9999,-9999,-9999,12.2,661.6,0,1.2,0,2.2,14.9,662.821,0.015,466.7,364.1,0.00295,0.000182,0.000058,0.53,0.26,-9999,1.42,0.59,-9999,0,58444.3279109816,0.0000000029,58444.3277122252,0.0000000054,0.00068,0.00014,-4.9,1.7,0.6,3.2,661.4,400.2,400.2,386618.096,385465,0.381,0
FRB20181122B,-9999,-9999,281.08,0.16,-9999,85.020,0.088,-9999,117.34,27.17,113,70,-9999,100,73,-9999,64.9,224.8,3.5,1.9,6.4,3.5,122.9,225.75547,0.00071,171.4,174.7,0.00098,0.0001391,0.0000056,14.7,7.2,-9999,22,11,-9999,0,58444.42905271589,0.00000000028,58444.42898501982,0.00000000035,0.000246,0.000011,4.86,0.25,-13.27,0.43,729.1,400.2,480.7,201768.605,183913,0.409,0
FRB20181123A,-9999,-9999,300.760,0.023,-9999,55.87,0.18,-9999,89.71,12.94,23,11,-9999,-9999,-9999,-9999,17,797.4,0,2.3,0,4.2,19.7,798.718,0.018,694.9,680.8,0.00197,0.00192,0.00054,0.99,0.49,-9999,2.5,1.1,-9999,0,58445.9942968630,0.0000000071,58445.9940573556,0.0000000089,0.00058,0.00026,25.6,4.0,-64.3,9.4,590.2,404.2,488.5,400000.022,399449,0.358,0
FRB20181124B,-9999,-9999,318.56,0.17,-9999,29.88,0.18,-9999,76.68,-12.89,13.7,5.2,-9999,-9999,-9999,-9999,29,800.7,0,2.4,0,4.2,33.8,801.6446,0.0039,696.7,717.8,0.00393,0.000204,0.000043,2.61,0.91,-9999,4.8,1.6,-9999,0,58446.0442020446,0.0000000016,58446.0439616598,0.0000000020,0.001119,0.000062,-1.43,0.57,2.32,0.76,800.2,400.2,800.2,303747.982,301049,0.344,0
FRB20181124A,-9999,-9999,175.98,0.22,-9999,63.52,0.24,-9999,135.07,51.99,25,15,-9999,-9999,-9999,-9999,10.4,1108.0,0,1.7,0,19.0,10.3,1108.532,0.013,1074.1,1083.0,0.00492,<0.0019,-9999,0.66,0.43,-9999,2.6,1.4,-9999,0,58446.6452223964,0.0000000064,58446.6448899868,0.0000000074,0.00147,0.00020,4.5,2.9,-4.3,3.5,800.2,400.2,674.9,390476.65,389114,0.375,0
FRB20181125A,-9999,-9999,147.94,0.18,-9999,33.930,0.041,-9999,191.59,51.02,9.0,8.7,-9999,-9999,-9999,-9999,18.3,278.2,0,2.9,0,5.7,34.5,272.190,0.020,234.2,247.6,0.01475,<0.0015,-9999,0.39,0.33,-9999,3.2,2.0,-9999,0,58447.5677167636,0.0000000087,58447.567635143,0.000000010,0.00128,0.00012,9.0,2.8,-54,12,533.7,400.2,434.5,614002.141,611936,0.345,0
FRB20181125A,-9999,-9999,147.94,0.18,-9999,33.930,0.041,-9999,191.59,51.02,9.0,8.7,-9999,-9999,-9999,-9999,18.3,278.2,0,2.9,0,5.7,34.5,272.190,0.020,234.2,247.6,0.01475,<0.0015,-9999,0.39,0.33,-9999,3.2,2.0,-9999,1,58447.567716813,0.000000011,58447.567635193,0.000000013,0.00144,0.00016,7.3,2.3,-41.8,8.7,552.0,400.2,436.6,614002.141,611936,0.345,0
FRB20181125A,-9999,-9999,147.94,0.18,-9999,33.930,0.041,-9999,191.59,51.02,9.0,8.7,-9999,-9999,-9999,-9999,18.3,278.2,0,2.9,0,5.7,34.5,272.190,0.020,234.2,247.6,0.01475,<0.0015,-9999,0.39,0.33,-9999,3.2,2.0,-9999,2,58447.567716883,0.000000011,58447.567635263,0.000000012,0.00158,0.00044,7.3,8.2,-58,40,520.9,400.2,426.5,614002.141,611936,0.345,0
FRB20181126A,-9999,-9999,262.05,0.18,-9999,81.17,0.19,-9999,113.4,29.94,75,44,-9999,61,39,-9999,51.6,493.3,8.8,3.3,17.5,6.5,111,494.2168,0.0029,444.6,449.6,0.00197,0.000165,0.000021,3.5,2.1,-9999,9.4,5.1,-9999,0,58448.87558304407,0.00000000075,58448.8754348460,0.0000000011,0.000407,0.000025,17.93,0.67,-90.7,2.9,518.1,400.2,441.8,420100.63,407961,0.345,0
FRB20181127A,-9999,-9999,243.80,0.23,-9999,25.43,0.25,-9999,42.85,44.61,11.8,8.0,-9999,-9999,-9999,-9999,15.7,930.1,0,2.9,0,5.3,27.6,930.317,0.012,898.1,901.2,0.00393,0.000582,0.000090,0.78,0.46,-9999,2.9,1.3,-9999,0,58449.8237182904,0.0000000043,58449.8234393213,0.0000000056,0.00074,0.00013,18.5,2.2,-51.3,5.6,592.3,400.2,479.3,407208.462,406745,0.347,0
FRB20181128A,181128.J0456+63,FRB20181128A,73.92,0.14,-9999,63.220,0.073,-9999,146.73,12.3,13,13,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,23.4,446.4,0,5.9,0,25.6,35.7,450.3823,0.0092,338.0,298.4,0.02163,0.00399,0.00050,0.64,0.37,-9999,8.1,3.8,-9999,0,58450.3525650360,0.0000000073,58450.3524299823,0.0000000078,0.00102,0.00017,67.3,9.8,-77,11,735.5,520.7,618.9,800131.22,796468,0.36,0
FRB20181128A,181128.J0456+63,FRB20181128A,73.92,0.14,-9999,63.220,0.073,-9999,146.73,12.3,13,13,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,23.4,446.4,0,5.9,0,25.6,35.7,450.3823,0.0092,338.0,298.4,0.02163,0.00399,0.00050,0.64,0.37,-9999,8.1,3.8,-9999,1,58450.3525651520,0.0000000085,58450.3524300983,0.0000000089,0.00182,0.00036,15.1,2.7,-40.9,6.9,610.4,400.2,481.5,800131.22,796468,0.36,0
