tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20190208A,190208.J1855+46,FRB20190208A,283.52,0.15,-9999,46.96,0.22,-9999,76.71,19.04,17.4,9.5,-9999,-9999,-9999,-9999,12.2,579.1,0,3.6,0,8.0,31.2,579.843,0.012,508.4,514.6,0.03342,0.00122,0.00027,0.39,0.27,-9999,4.9,2.9,-9999,3,58522.737392318,0.000000011,58522.737218444,0.000000012,0.00679,0.00084,29.6,6.8,-101,24,538.7,400.2,463.2,1363946.463,1357034,0.273,0
FRB20190209A,190209.J0937+77,FRB20190209A,144.32,0.22,-9999,77.67,0.28,-9999,134.18,34.84,53,30,-9999,48,30,-9999,11.8,423.8,15.4,3.6,38.8,8.6,19.6,424.786,0.031,379.1,385.8,0.00492,0.00113,0.00021,0.77,0.55,-9999,3.9,2.3,-9999,0,58523.347465553,0.000000016,58523.347338175,0.000000018,0.00143,0.00026,28.5,4.6,-89,13,552.4,400.2,470.1,441578.215,441401,0.291,0
FRB20190210B,-9999,-9999,104.18,0.16,-9999,23.70,0.16,-9999,192.11,11.66,16.5,4.8,-9999,-9999,-9999,-9999,43.9,622.7,0,1.1,0,1.9,66,624.1879,0.0021,507.7,460.1,0.00295,0.000364,0.000017,2.60,0.68,-9999,5.3,1.5,-9999,0,58524.2336960434,0.0000000048,58524.2335088715,0.0000000049,0.000397,0.000035,-2.45,0.34,-3.09,0.67,696.1,400.2,400.2,441315.327,435929,0.3,0
FRB20190210C,-9999,-9999,295.75,0.24,-9999,89.10,0.25,-9999,121.95,26.92,950,330,-9999,860,250,-9999,19.7,642.1,3.2,2.2,5.6,4.0,27.3,643.3669,0.0025,588.1,590.7,0.00197,0.000250,0.000043,2.37,0.81,-9999,3.6,1.2,-9999,0,58524.252585852,0.000000012,58524.252392929,0.000000012,0.000286,0.000051,0.35,0.83,-1.5,1.1,800.2,400.2,448.5,399026.111,397625,0.361,0
FRB20190210A,-9999,FRB20190209A,144.32,0.22,-9999,77.67,0.28,-9999,134.18,34.84,53,30,-9999,48,30,-9999,10.1,420.5,15.4,3.6,38.8,8.6,21.7,426.12,0.13,380.4,387.2,0.0118,0.00150,0.00047,0.25,0.25,-9999,1.81,0.20,-9999,0,58524.345299825,0.000000016,58524.345172047,0.000000042,0.00578,0.00065,25.4,3.7,-89,12,542.5,400.2,461.8,887289.454,886457,0.288,0
FRB20190210D,-9999,-9999,307.800,0.082,Burst detected in the far sidelobes of CHIME.,55.46,0.18,Burst detected in the far sidelobes of CHIME.,91.53,9.37,24,11,-9999,-9999,-9999,-9999,20.6,357.5,0,2.2,0,3.5,36,359.1477,0.0040,217.9,170.1,0.00197,0.000273,0.000078,1.37,0.32,Flux is an extreme lower bound due to the event being detected in the far sidelobes.,2.50,0.47,Fluence is an extreme lower bound due to the event being detected in the far sidelobes.,0,58524.8019840808,0.0000000092,58524.8018763851,0.0000000093,0.000580,0.000039,20.7,2.0,-24.4,2.2,800.2,449.9,611.8,459940.81,454169,0.271,0
FRB20190210E,-9999,-9999,313.65,0.28,-9999,86.67,0.31,-9999,119.77,25.39,204,97,-9999,188,99,-9999,9.5,580.7,3.4,2.1,5.9,3.7,15.5,580.580,0.011,522.7,524.2,0.00197,<0.0011,-9999,0.69,0.23,-9999,1.45,0.29,-9999,0,58524.848596687,0.000000021,58524.848422592,0.000000021,0.000960,0.000087,13.4,3.2,-40.5,8.8,599.4,400.2,472.2,417230.246,414042,0.335,0
FRB20190211A,-9999,-9999,67.06,0.19,-9999,68.64,0.20,-9999,140.63,13.59,34,18,-9999,-9999,-9999,-9999,20.2,1188.9,0,5.1,0,8.8,27.8,1188.2560,0.0043,1084.4,1050.5,0.00393,0.00329,0.00068,1.47,0.59,-9999,5.8,1.6,-9999,0,58525.1284192624,0.0000000025,58525.1280629464,0.0000000028,0.00036,0.00012,38.9,5.3,-39.3,5.2,800.2,515.0,656.0,669464.741,664841,0.288,0
FRB20190211B,-9999,-9999,299.62,0.22,-9999,61.37,0.22,-9999,94.41,16.1,25,14,-9999,-9999,-9999,-9999,12.7,260.4,0,1.2,0,2.1,18.4,260.70000,0.00068,176.2,169.8,0.00098,0.000152,0.000022,0.30,0.14,-9999,1.35,0.38,-9999,0,58525.776227264,0.000000019,58525.776149089,0.000000019,<0.00010,-9999,1.4,1.3,-7.5,2.4,764.9,400.2,440.1,225099.745,223737,0.281,0
FRB20190212B,-9999,-9999,139.99,0.18,-9999,52.11,0.17,-9999,165.49,43.61,21.5,9.0,-9999,-9999,-9999,-9999,29,600.1,0,1.2,0,2.2,41.6,600.1866,0.0028,559.0,569.8,0.00295,0.000496,0.000033,1.55,0.80,-9999,3.7,1.7,-9999,0,58526.3291564894,0.0000000084,58526.3289765147,0.0000000085,0.000226,0.000074,-2.05,0.54,-3.6,1.0,702.0,400.2,400.2,419290.847,414041,0.335,0
FRB20190212C,-9999,-9999,172.57,0.17,-9999,28.140,0.047,-9999,205.0,72.02,12.3,5.4,-9999,-9999,-9999,-9999,12.2,1012.6,0,8.2,0,14.2,33.2,1016.450,0.033,994.1,997.9,0.02064,0.0101,0.0013,0.70,0.29,-9999,12.2,3.5,-9999,0,58526.420031011,0.000000015,58526.419726214,0.000000018,0.00442,0.00049,3.25,0.78,-7.4,1.1,800.2,400.2,498.1,1598185.709,1589609,0.271,0
FRB20190212D,-9999,-9999,178.83,0.25,-9999,66.72,0.25,-9999,131.41,49.47,29,17,-9999,-9999,-9999,-9999,9.7,1145.2,0,5.0,0,10.6,18.4,1139.765,0.034,1104.4,1113.0,0.02163,0.0159,0.0026,0.42,0.35,-9999,5.7,3.7,-9999,0,58526.440329856,0.000000031,58526.439988081,0.000000033,0.00105,0.00068,-4.2,1.1,-0.3,1.9,681.6,400.2,400.2,1767432.098,1765625,0.291,0
FRB20190212A,190212.J18+81,FRB20190212A,276.14,0.21,-9999,81.43,0.19,-9999,113.3,27.8,64,45,-9999,109,22,-9999,9.9,300.9,10.4,4.5,24.8,9.9,15.7,301.784,0.033,248.9,253.0,0.0059,<0.0033,-9999,0.41,0.27,-9999,3.1,1.5,-9999,0,58526.6787437,0.0000039,58526.6786532,0.0000039,0.00276,0.00025,8.8,2.5,-28.9,6.8,618.2,400.2,466.3,427573.457,425594,0.316,0
FRB20190213A,190213.J02+20,FRB20190213A,31.72,0.25,-9999,20.08,0.30,-9999,146.06,-39.38,12.1,7.5,-9999,-9999,-9999,-9999,9.5,650.2,0,4.6,0,9.9,17.5,651.060,0.073,608.0,616.6,0.01475,0.00286,0.00043,0.45,0.34,-9999,2.3,1.2,-9999,0,58527.029475820,0.000000023,58527.029280590,0.000000031,0.00151,0.00050,4.8,3.4,-53,15,515.9,400.2,418.9,666038.794,666665,0.286,0
FRB20190213C,-9999,-9999,64.26,0.22,-9999,45.00,0.23,-9999,156.57,-4.02,15.8,9.6,-9999,-9999,-9999,-9999,9.9,357.5,0,1.1,0,2.1,11.5,357.0634,0.0056,181.1,120.3,0.00197,<0.00081,-9999,0.62,0.36,-9999,1.09,0.59,-9999,0,58527.116510181,0.000000032,58527.116403110,0.000000032,0.000646,0.000079,-0.2,1.8,0.6,2.4,800.2,400.2,800.2,447850.544,447482,0.281,0
FRB20190213B,-9999,FRB20190212A,276.14,0.21,-9999,81.43,0.19,-9999,113.3,27.8,64,45,-9999,109,22,-9999,9.5,302.5,10.4,4.5,24.8,9.9,23.2,301.3128,0.0075,248.5,252.5,0.00295,0.00068,0.00021,0.92,0.50,-9999,4.2,1.8,-9999,0,58527.7149620265,0.0000000029,58527.7148716735,0.0000000036,0.00074,0.00015,58,14,-62,14,775.6,526.8,639.2,649199.645,647508,0.307,0
FRB20190213B,-9999,FRB20190212A,276.14,0.21,-9999,81.43,0.19,-9999,113.3,27.8,64,45,-9999,109,22,-9999,9.5,302.5,10.4,4.5,24.8,9.9,23.2,301.3128,0.0075,248.5,252.5,0.00295,0.00068,0.00021,0.92,0.50,-9999,4.2,1.8,-9999,1,58527.7149622280,0.0000000027,58527.7148718749,0.0000000035,0.00028,0.00016,68,12,-136,24,585.9,451.5,514.3,649199.645,647508,0.307,0
FRB20190213D,-9999,-9999,336.450,0.021,-9999,52.71,0.14,-9999,101.8,-4.08,22.3,9.2,-9999,-9999,-9999,-9999,18.7,1344.1,0,2.2,0,4.2,25,1346.8476,0.0022,1112.3,1097.9,0.00197,<0.00070,-9999,1.00,0.55,-9999,2.2,1.2,-9999,0,58527.871028438,0.000000016,58527.870624566,0.000000016,0.000626,0.000037,26.2,4.2,-25.3,4.1,800.2,496.6,671.4,419030.878,417690,0.329,0
FRB20190214A,-9999,-9999,96.09,0.23,-9999,66.24,0.23,-9999,148.5,22.03,29,17,-9999,-9999,-9999,-9999,11.4,498.2,0,12.4,0,21.2,16.7,497.68,0.10,427.9,421.2,0.02359,<0.017,-9999,0.46,0.20,-9999,8.8,2.3,-9999,0,58528.197768553,0.000000032,58528.197619315,0.000000044,0.0145,0.0015,0.1,1.2,0.0,1.7,800.2,400.2,800.2,1547720.87,1536410,0.295,0
FRB20190214C,-9999,-9999,218.870,0.037,-9999,19.36,0.21,-9999,20.45,64.93,13.4,6.6,-9999,-9999,-9999,-9999,15.5,533.8,0,4.3,0,7.8,24.4,533.112,0.020,511.0,510.9,0.00688,0.00108,0.00016,1.02,0.52,-9999,5.2,2.2,-9999,0,58528.539550592,0.000000016,58528.539390730,0.000000017,0.00168,0.00020,4.9,1.3,-16.7,2.7,671.7,400.2,463.1,436517.402,434105,0.303,0
FRB20190215B,-9999,-9999,335.04,0.13,-9999,45.34,0.15,-9999,97.0,-9.78,20.0,7.0,-9999,-9999,-9999,-9999,44.5,273.4,0,1.3,0,2.3,61.9,274.6295,0.0033,138.4,148.5,0.00197,<0.00092,-9999,2.2,1.0,-9999,5.6,2.5,-9999,0,58529.86251879831,0.00000000052,58529.8624364466,0.0000000011,0.000864,0.000028,-1.27,0.33,-2.09,0.58,800.2,400.2,400.2,449923.001,444442,0.286,0
FRB20190216A,-9999,FRB20181017A,256.33,0.21,-9999,68.28,0.22,-9999,99.15,34.8,33,19,-9999,-9999,-9999,-9999,22.6,1268.1,0,25.3,0,47.3,77.3,1282.37,0.28,1239.5,1245.4,0.12288,0.0234,0.0011,0.91,0.38,-9999,47,12,-9999,0,58530.643729715,0.000000033,58530.643345178,0.000000090,0.02051,0.00096,20.40,0.84,-50.8,1.9,605.3,400.2,489.2,4231616.655,4216569,0.289,0
FRB20190217A,-9999,-9999,94.88,0.20,-9999,43.11,0.20,-9999,170.78,12.79,16.7,8.9,-9999,-9999,-9999,-9999,15.4,797.4,0,1.1,0,2.0,20.7,798.1092,0.0094,687.4,650.5,0.00786,0.00315,0.00067,0.29,0.10,-9999,1.19,0.39,-9999,0,58531.1888641421,0.0000000041,58531.1886248174,0.0000000050,0.00086,0.00019,3.4,1.3,-6.4,1.7,800.2,400.2,521.5,667833.483,670313,0.282,0
FRB20190217B,-9999,-9999,22.58,0.22,-9999,26.95,0.24,-9999,133.54,-35.12,13.2,8.0,-9999,-9999,-9999,-9999,10.8,847.6,0,4.9,0,8.9,16.7,846.212,0.015,800.4,809.2,0.02654,0.0079,0.0014,0.54,0.34,-9999,6.0,2.2,-9999,0,58531.9856828067,0.0000000060,58531.9854290578,0.0000000075,0.00066,0.00036,-3.3,1.1,0.9,1.7,800.2,400.2,400.2,992471.916,991033,0.363,0
FRB20190218A,-9999,-9999,184.05,0.22,-9999,56.42,0.21,-9999,132.7,60.04,21,12,-9999,-9999,-9999,-9999,13.7,1282.7,0,1.9,0,3.5,16.6,1285.129,0.010,1253.7,1262.4,0.00295,<0.0017,-9999,0.54,0.27,-9999,1.65,0.71,-9999,0,58532.4307141648,0.0000000032,58532.4303288002,0.0000000044,0.00141,0.00012,1.7,1.2,-4.5,1.9,800.2,400.2,483.6,448461.437,448698,0.279,0
FRB20190218B,-9999,-9999,268.70,0.22,-9999,17.93,0.26,-9999,43.24,20.34,12.3,7.1,-9999,-9999,-9999,-9999,11.1,549.9,0,8.8,0,14.9,19.8,547.868,0.047,466.3,482.5,0.01769,0.0141,0.0022,0.57,0.36,-9999,5.9,1.6,-9999,0,58532.667339969,0.000000014,58532.667175683,0.000000019,0.00205,0.00077,46.2,7.1,-60.0,8.8,715.2,483.4,588.0,1779049.703,1775353,0.287,0
FRB20190218C,-9999,-9999,156.96,0.13,-9999,77.95,0.11,-9999,131.7,36.62,55,29,-9999,53,23,-9999,67.5,318.6,2.3,0.5,4.1,1.0,155.5,319.32387,0.00073,275.6,282.8,0.00098,0.0001113,0.0000034,19,11,-9999,31,18,-9999,0,58532.84734982219,0.00000000037,58532.84725406826,0.00000000043,0.000206,0.000011,3.08,0.20,-16.09,0.48,643.0,400.2,440.4,212632.236,191513,0.385,0
FRB20190219A,-9999,-9999,105.780,0.042,-9999,43.13,0.16,-9999,173.87,20.17,19.3,7.1,-9999,-9999,-9999,-9999,23,655.1,0,0.4,0,0.7,29.8,657.1942,0.0089,578.4,562.1,0.00393,<0.0017,-9999,0.305,0.092,-9999,0.96,0.22,-9999,0,58533.2155907122,0.0000000022,58533.2153936429,0.0000000035,0.001592,0.000077,-2.69,0.68,-0.2,1.2,800.2,400.2,400.2,440703.501,439578,0.294,0
FRB20190219B,-9999,-9999,246.30,0.17,-9999,57.92,0.17,-9999,87.96,41.91,26,10,-9999,-9999,-9999,-9999,29.1,1675.7,0,8.7,0,14.5,42.8,1681.110,0.016,1643.4,1650.5,0.01081,0.0164,0.0014,1.10,0.40,-9999,14.4,3.4,-9999,0,58533.6021088547,0.0000000064,58533.6016047493,0.0000000080,0.00242,0.00032,6.44,0.99,-7.6,1.1,800.2,400.2,612.2,1891389.949,1885097,0.327,0
FRB20190219C,-9999,-9999,349.67,0.23,-9999,49.21,0.24,-9999,107.74,-10.91,16,10,-9999,-9999,-9999,-9999,9.1,805.5,0,3.5,0,6.5,12.4,806.688,0.016,682.6,684.6,0.00492,<0.0026,-9999,0.40,0.22,-9999,1.96,0.86,-9999,0,58533.8888422997,0.0000000064,58533.8886004026,0.0000000081,0.00208,0.00025,8.2,2.7,-9.6,3.4,800.2,400.2,613.5,408739.579,407962,0.345,0
FRB20190220A,-9999,-9999,237.21,0.24,-9999,74.16,0.26,-9999,108.97,37.76,42,24,-9999,27,19,-9999,10.3,215.1,4.1,0.6,8.7,1.3,17.6,216.120,0.012,175.2,181.7,0.00197,0.000237,0.000049,0.34,0.19,-9999,0.68,0.44,-9999,0,58534.5816623998,0.0000000050,58534.5815975929,0.0000000061,0.00055,0.00011,-3.3,1.5,-3.3,3.4,642.4,400.2,400.2,445643.623,443225,0.288,0
FRB20190221A,-9999,-9999,132.600,0.050,-9999,9.90,0.26,-9999,217.6,30.89,12.0,6.8,-9999,-9999,-9999,-9999,13.6,224.8,0,2.1,0,3.5,22.1,223.806,0.017,170.9,172.7,0.00295,0.000408,0.000076,1.23,0.36,-9999,2.33,0.30,-9999,0,58535.2829892939,0.0000000044,58535.2829221825,0.0000000066,0.00097,0.00013,5.1,1.8,-23.9,5.1,606.5,400.2,444.8,407933.415,404921,0.35,0
FRB20190221B,-9999,-9999,286.77,0.21,-9999,27.86,0.22,-9999,59.62,9.17,11.5,6.8,-9999,-9999,-9999,-9999,13.7,394.7,0,4.8,0,8.2,15.3,393.124,0.041,227.6,240.0,0.00688,<0.0049,-9999,0.69,0.30,-9999,5.6,1.4,-9999,0,58535.7103773463,0.0000000095,58535.710259462,0.000000015,0.00394,0.00045,-0.3,1.3,-2.4,2.2,800.2,400.2,400.2,665362.285,666666,0.286,0
FRB20190221C,-9999,-9999,316.15,0.20,-9999,54.67,0.19,-9999,93.9,5.14,21,11,-9999,-9999,-9999,-9999,19.3,2038.0,0,5.9,0,9.9,26.4,2042.300,0.012,1821.7,1669.6,0.01475,0.0131,0.0023,0.59,0.22,-9999,7.1,1.6,-9999,0,58535.7921654434,0.0000000084,58535.7915530298,0.0000000091,0.00118,0.00026,16.2,3.1,-16.0,3.0,800.2,454.9,664.9,1405823.298,1404473,0.355,0
FRB20190221D,-9999,-9999,24.81,0.24,-9999,60.93,0.24,-9999,128.71,-1.4,24,15,-9999,-9999,-9999,-9999,10,473.9,0,1.5,0,2.5,13,473.7873,0.0077,284.2,183.3,0.00197,<0.00095,-9999,0.65,0.20,-9999,1.13,0.20,-9999,0,58535.9785681659,0.0000000085,58535.9784260939,0.0000000088,0.000774,0.000089,0.3,1.6,-2.4,2.5,800.2,400.2,427.2,442040.925,443834,0.287,0
FRB20190222B,-9999,-9999,160.69,0.22,-9999,19.620,0.058,-9999,220.29,59.62,3.3,5.1,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,10,498.2,0,3.1,0,6.1,19.9,497.619,0.047,464.4,475.4,0.02163,0.00526,0.00098,0.40,0.28,-9999,4.4,1.8,-9999,0,58536.357348301,0.000000013,58536.357199083,0.000000019,0.00152,0.00052,-1.8,1.5,-10.2,4.1,593.5,400.2,400.2,894734.087,891321,0.284,0
FRB20190222C,-9999,-9999,239.180,0.040,-9999,40.03,0.19,-9999,63.82,49.81,16.5,8.1,-9999,-9999,-9999,-9999,16.2,522.5,0,0.8,0,1.3,29,524.0071,0.0066,494.5,497.8,0.00197,<0.00074,-9999,0.44,0.12,-9999,0.83,0.14,-9999,0,58536.5736053062,0.0000000041,58536.5734481749,0.0000000045,0.000676,0.000034,9.3,2.1,-53.9,8.5,536.4,400.2,436.3,449262.018,448090,0.28,0
FRB20190222A,190222.J2052+69,FRB20190222A,313.06,0.17,-9999,69.83,0.21,-9999,104.88,15.88,33,20,-9999,-9999,-9999,-9999,31.2,462.6,0,7.5,0,14.0,92.4,460.169,0.015,373.0,359.4,0.00885,0.000898,0.000053,1.70,0.87,-9999,11.8,5.5,-9999,0,58536.7819608744,0.0000000017,58536.7818228859,0.0000000047,0.001839,0.000070,39.1,1.3,-182.9,5.7,498.2,400.2,445.3,424328.618,417081,0.33,0
FRB20190222D,-9999,-9999,313.90,0.23,-9999,26.57,0.26,-9999,71.38,-11.92,12.5,7.8,-9999,-9999,-9999,-9999,9.4,894.5,0,1.4,0,2.5,12.6,895.2976,0.0048,779.7,806.6,0.00098,<0.00074,-9999,0.79,0.27,-9999,0.86,0.28,-9999,0,58536.7828351926,0.0000000093,58536.7825667246,0.0000000094,0.000601,0.000068,4.8,2.1,-6.4,2.8,800.2,400.2,583.6,441186.694,440794,0.292,0
FRB20190223A,-9999,-9999,64.72,0.30,-9999,87.65,0.32,-9999,124.98,25.66,300,120,-9999,290,120,-9999,13.2,389.8,2.3,1.7,4.7,3.5,20.5,389.2365,0.0097,331.1,332.5,0.00393,<0.00087,-9999,0.47,0.31,-9999,1.58,0.74,-9999,0,58537.1502246168,0.0000000060,58537.1501078985,0.0000000067,0.000763,0.000053,21.8,3.4,-103,15,516.5,400.2,444.8,383741.65,383642,0.384,0
FRB20190223B,-9999,-9999,311.62,0.23,-9999,60.56,0.24,-9999,96.92,10.76,23,14,-9999,-9999,-9999,-9999,9,535.4,0,1.5,0,2.5,12.5,536.5143,0.0048,411.8,371.8,0.00197,<0.00080,-9999,0.55,0.16,-9999,0.84,0.20,-9999,0,58537.772105664,0.000000011,58537.771944782,0.000000011,0.000654,0.000074,9.8,3.3,-10.5,3.7,800.2,400.2,638.6,445569.291,444442,0.286,0
FRB20190224A,-9999,-9999,60.53,0.25,-9999,83.39,0.29,-9999,128.22,22.58,101,56,-9999,104,54,-9999,11.7,821.7,15.1,6.6,28.2,12.2,28.6,818.400,0.090,752.9,749.5,0.01671,0.00577,0.00075,0.63,0.32,-9999,8.5,3.1,-9999,0,58538.095294740,0.000000011,58538.095049331,0.000000029,0.00204,0.00052,2.6,2.4,-60,13,497.5,400.2,408.9,801208.626,800121,0.357,0
FRB20190224B,-9999,-9999,268.24,0.24,-9999,82.57,0.35,-9999,114.73,28.76,92,48,-9999,90,49,-9999,10,839.5,2.3,0.9,4.3,1.8,16.2,839.3674,0.0051,788.0,792.3,0.00197,<0.00075,-9999,2.0,1.5,-9999,4.5,2.6,-9999,0,58538.1588375150,0.0000000085,58538.1585858184,0.0000000087,0.000639,0.000056,2.2,1.4,-6.6,2.3,800.2,400.2,472.7,382751.887,380602,0.389,0
FRB20190224C,-9999,-9999,124.05,0.20,-9999,19.78,0.22,-9999,203.48,27.2,13.0,7.2,-9999,-9999,-9999,-9999,18.3,495.0,0,5.5,0,10.3,30.7,497.4000,0.0039,437.5,429.2,0.00786,0.00948,0.00081,1.37,0.72,-9999,7.9,3.8,-9999,0,58538.2504318229,0.0000000053,58538.2502826703,0.0000000054,0.00029,0.00014,7.6,2.2,-6.1,2.2,800.2,404.7,747.4,1085203.693,1082233,0.305,0
FRB20190224D,-9999,-9999,331.89,0.20,-9999,89.05,0.23,-9999,122.24,26.41,980,330,-9999,870,250,-9999,29,752.1,4.0,2.8,7.0,5.0,41.9,752.9522,0.0019,696.7,698.9,0.00197,<0.00072,-9999,2.75,0.95,-9999,6.1,2.0,-9999,0,58538.3239581934,0.0000000033,58538.3237324097,0.0000000034,0.000673,0.000023,6.96,0.70,-12.3,1.1,800.2,400.2,531.6,400383.823,400058,0.357,0
FRB20190224E,-9999,-9999,183.040,0.034,-9999,61.54,0.13,-9999,131.07,54.96,30,11,-9999,-9999,-9999,-9999,46.5,435.1,0,1.1,0,1.7,71,435.8612,0.0012,402.8,411.4,0.00197,<0.00057,-9999,2.03,0.41,-9999,4.00,0.81,-9999,0,58538.4172328551,0.0000000020,58538.4171021558,0.0000000020,0.000549,0.000011,2.22,0.34,-8.64,0.65,762.2,400.2,454.9,442603.08,439578,0.294,0
FRB20190226A,-9999,-9999,58.83,0.10,-9999,31.93,0.17,-9999,162.45,-16.49,12.8,5.6,-9999,-9999,-9999,-9999,10.6,600.1,0,1.1,0,1.8,32.4,601.5727,0.0016,510.3,494.4,0.00098,<0.00049,-9999,1.45,0.44,-9999,1.42,0.43,-9999,0,58540.0670625365,0.0000000051,58540.0668821461,0.0000000052,0.000453,0.000020,2.21,0.68,-4.00,0.99,800.2,400.2,527.9,206740.034,204586,0.343,0
FRB20190226B,-9999,-9999,273.57,0.23,-9999,61.81,0.25,-9999,91.05,28.02,24,15,-9999,-9999,-9999,-9999,9.2,630.8,0,3.8,0,6.7,13.2,631.603,0.032,580.9,586.2,0.01868,<0.0049,-9999,0.38,0.19,-9999,2.38,0.70,-9999,0,58540.658345633,0.000000014,58540.658156237,0.000000017,0.00400,0.00045,29.9,6.9,-39.3,8.9,745.3,459.4,585.2,679608.542,680346,0.271,0
FRB20190226C,-9999,-9999,17.46,0.21,-9999,26.760,0.056,-9999,128.01,-35.93,4.1,5.8,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,10.6,826.5,0,1.2,0,2.3,15.9,827.770,0.022,783.3,792.2,0.00492,<0.0015,-9999,0.39,0.16,-9999,1.41,0.35,-9999,0,58540.948141742,0.000000011,58540.947893523,0.000000013,0.00131,0.00012,6.6,3.3,-42,13,548.3,400.2,433.3,443501.09,443834,0.287,0
FRB20190227A,-9999,-9999,108.41,0.11,-9999,56.34,0.15,-9999,160.53,25.29,28.2,6.3,-9999,-9999,-9999,-9999,63.4,393.1,0,3.3,0,5.3,112,394.0388,0.0012,330.6,327.8,0.00393,<0.0013,-9999,3.58,0.62,-9999,12.5,2.1,-9999,0,58541.1969406894,0.0000000016,58541.1968225311,0.0000000017,0.001296,0.000016,1.74,0.20,-2.15,0.27,800.2,400.2,599.9,477698.109,444442,0.286,0
FRB20190227B,-9999,-9999,220.54,0.23,-9999,39.800,0.081,-9999,68.95,63.82,13.6,9.0,-9999,-9999,-9999,-9999,9.4,331.6,0,1.0,0,1.6,15.9,331.2289,0.0030,307.3,309.0,0.00098,<0.00047,-9999,0.48,0.13,-9999,0.71,0.15,-9999,0,58541.507753327,0.000000012,58541.507654003,0.000000012,0.000403,0.000036,-0.5,1.2,-0.8,1.9,800.2,400.2,400.2,222697.198,221914,0.287,0
FRB20190228A,-9999,-9999,183.4800,0.0050,-9999,22.90,0.12,-9999,237.34,80.51,16.0,5.0,-9999,-9999,-9999,-9999,37.8,439.9,0,16.4,0,25.9,109.3,419.0825,0.0051,398.9,399.5,0.03047,0.01891,0.00081,1.79,0.29,-9999,35.8,4.6,-9999,0,58542.4034882646,0.0000000035,58542.4033625966,0.0000000039,0.00225,0.00010,52.6,1.6,-51.9,1.5,800.2,538.4,664.7,2258857.629,2240473,0.28,0
FRB20190228B,-9999,-9999,50.010,0.024,-9999,81.94,0.21,-9999,128.12,20.61,89,46,-9999,94,42,-9999,30.5,1125.8,13.8,5.3,24.7,9.8,60.6,1115.2461,0.0080,1043.9,1035.6,0.02359,0.01459,0.00086,4.8,2.7,-9999,66,32,-9999,0,58542.5310643657,0.0000000063,58542.5307299429,0.0000000067,0.00097,0.00016,5.84,0.58,-14.50,0.90,729.1,400.2,489.5,1575936.106,1566201,0.371,0
FRB20190301B,-9999,-9999,69.50,0.23,-9999,74.08,0.27,-9999,136.85,17.71,42,25,-9999,27,19,-9999,9.3,619.5,5.5,0.8,10.8,1.5,14.9,621.333,0.025,538.5,521.9,0.00393,<0.0016,-9999,0.40,0.21,-9999,0.85,0.36,-9999,0,58543.086156860,0.000000014,58543.085970545,0.000000016,0.00132,0.00013,-1.5,2.5,-13.4,8.5,575.5,400.2,400.2,462299.822,460250,0.261,0
FRB20190301C,-9999,-9999,171.83,0.23,-9999,34.93,0.23,-9999,184.3,70.42,13.5,8.3,-9999,-9999,-9999,-9999,9.1,805.5,0,2.4,0,3.9,13.6,802.913,0.024,782.4,790.7,0.0118,0.0084,0.0019,0.34,0.17,-9999,2.32,0.52,-9999,0,58543.367618795,0.000000020,58543.367378029,0.000000022,0.00124,0.00049,-2.4,1.5,0.7,2.0,800.2,400.2,400.2,1179259.623,1176473,0.244,0
FRB20190301D,-9999,-9999,278.72,0.22,-9999,74.680,0.093,-9999,105.7,27.18,43,26,-9999,30,21,-9999,10.4,1159.7,9.6,1.4,15.1,2.5,16.3,1160.692,0.015,1107.6,1111.7,0.0059,0.000535,0.000083,0.39,0.14,-9999,1.50,0.21,-9999,0,58543.659418153,0.000000014,58543.659070102,0.000000014,<0.00036,-9999,3.6,2.8,-29.4,9.3,562.7,400.2,425.4,409150.518,408569,0.344,0
FRB20190301A,-9999,FRB20190222A,313.06,0.17,-9999,69.83,0.21,-9999,104.88,15.88,33,20,-9999,-9999,-9999,-9999,17.9,461.0,0,7.5,0,14.0,53.5,459.5613,0.0097,372.4,358.8,0.0059,0.00156,0.00026,1.83,0.73,-9999,8.6,3.3,-9999,0,58543.7521119660,0.0000000042,58543.7519741598,0.0000000051,0.001471,0.000098,68.9,3.7,-87.9,4.7,696.0,503.6,592.1,616152.983,610116,0.347,0
