#,NAME,dm,P0,RAJD,DECJD
,(cm^-3,pc),(s),(deg),(deg),
2023,J1848-1243,mll+06,91.96,7,jcs+17,0.41438335440,2,jcs+17,282.07511,-12.72500,
2024,J1848-1414,mld+96,134.47,9,hlk+04,0.297769547307,3,hlk+04,282.16315,-14.23816,
2025,B1845-19,mlt+78,18.23,7,hlk+04,4.30818959857,4,hlk+04,282.07514,-19.87525,
2026,J1849-0001,ghtm11,*,0,*,0.038518943432,12,ghtm11,282.25671,-0.02156,
2027,J1849-0040,hfs+04,1234.9,1,hfs+04,0.67248060717,14,hfs+04,282.29271,-0.67222,
2028,J1849+0127,mhl+02,207.3,26,mhl+02,0.54215548135,9,mhl+02,282.43408,1.45639,
2029,J1849-0317,mhl+02,42.9,28,mhl+02,0.66840782878,4,mhl+02,282.49104,-3.29194,
2030,J1849+0409,lfl+06,56.1,14,lfl+06,0.761194081655,11,lfl+06,282.26446,4.16175,
2031,J1849-0614,hfs+04,119.6,12,hfs+04,0.95338418817,3,hfs+04,282.43815,-6.24208,
2032,B1846-06,dls72,148.168,12,hlk+04,1.451319471078,11,hlk+04,282.27682,-6.61859,
2033,J1849+2423,mca00,62.2677,16,bkk+16,0.27564149867101,7,clm+05,282.39448,24.39610,
2034,J1850-0006,kel+09,570,20,kel+09,2.1914979680,5,kel+09,282.69971,-0.10725,
2035,J1850-0026,kel+09,947,5,kel+09,0.1666339242514,20,kel+09,282.56131,-0.43656,
2036,J1850+0026,mhl+02,201.4,12,mhl+02,1.08184378189,3,mhl+02,282.68810,0.44044,
2037,J1850-0031,hfs+04,895,8,hfs+04,0.73418485978,10,hfs+04,282.63912,-0.51917,
2038,J1850+0124,csl+12,118.89,5,csl+12,0.003559763768043,6,csl+12,282.50422,1.40961,
2039,J1850+0242,skl+15,540.068,9,skl+15,0.00447986404710,7,skl+15,282.67368,2.71596,
2040,J1850+0423,nab+13,265.8,4,nab+13,0.290716217162,3,nab+13,282.59762,4.38589,
2041,B1848+13,stwd85,60.1396,66,bkk+16,0.3455818980725,4,hlk+04,282.64781,13.59955,
2042,J1850+15,bb10,24.7,87,bb10,1.383965,3,bb10,282.53750,15.53333,
2043,J1851-0029,kel+09,510,20,kel+09,0.518721435025,9,kel+09,282.97955,-0.49947,
2044,J1851-0053,hfs+04,24,4,hfs+04,1.40906524128,16,hfs+04,282.76321,-0.88536,
2045,J1851-0114,lfl+06,427.2,14,lfl+06,0.95318168518,4,lfl+06,282.81838,-1.23706,
2046,J1851+0118,hfs+04,418,7,hfs+04,0.90697686069,14,hfs+04,282.96742,1.31639,
2047,J1851+0233,lbh+15,606,4,lsb+17,0.344018308374,12,lsb+17,282.78804,2.56289,
2048,J1851-0241,hfs+04,515,5,hfs+04,0.43519385185,4,hfs+04,282.81358,-2.69194,
2049,B1848+04,bbf84,115.54,5,hlk+04,0.284697472498,3,hlk+04,282.76375,4.30334,
2050,B1848+12,stwd85,70.6333,17,bkk+16,1.20530328456,11,hlk+04,282.80506,12.99313,
2051,J1852+0008,hfs+04,254.9,18,hfs+04,0.467894113075,20,hfs+04,283.17825,0.13600,
2052,J1852+0013,hfs+04,545,3,hfs+04,0.95775094505,5,hfs+04,283.17408,0.23253,
2053,B1849+00,cjlm87,787,17,hlk+04,2.18019517754,15,hlk+04,283.11426,0.53388,
2054,J1852+0033,zcl+14,*,0,*,11.55871346,6,rvi+14,283.19417,0.55581,
2055,J1852+0040,ghs05,*,0,*,0.104912611147,4,hg10,283.16071,0.67217,
2056,J1852-0118,hfs+04,286,3,hfs+04,0.45147285265,3,hfs+04,283.07146,-1.30411,
2057,J1852-0127,hfs+04,431,3,hfs+04,0.42897892562,3,hfs+04,283.01500,-1.45650,
2058,J1852+0305,mhl+02,320,12,mhl+02,1.3261485670,8,mhl+02,283.13583,3.08472,
2059,J1852-0635,hfs+04,171,6,hfs+04,0.52415088472,14,hfs+04,283.23908,-6.59917,
2060,J1852-2610,mld+96,56.814,19,hlk+04,0.3363371316200,6,hlk+04,283.24778,-26.17020,
2061,J1853-0004,hfs+04,437.5,1,pkj+13,0.1014357461981,14,hfs+04,283.34591,-0.07564,
2062,J1853+0011,hfs+04,568.8,16,hfs+04,0.397881893633,12,hfs+04,283.37487,0.19158,
2063,J1853+0056,mhl+02,180.9,12,mhl+02,0.27557759958,6,mhl+02,283.38608,0.94972,
2064,J1853+03,lbh+15,290.2,0,lbh+15,0.58553,0,lbh+15,283.25000,3.00000,
2065,J1853+04,pab+18,549.3,13,pab+18,1.32065,4,pab+18,283.25000,4.00000,
2066,J1853+0505,hfs+04,279,3,hfs+04,0.90513735425,3,yws+15,283.26817,5.09058,
2067,J1853+0545,kbm+03,198.7,5,kbm+03,0.12640033324309,16,ywml10,283.49338,5.76535,
2068,J1853-0649,lbr+13,44.541,36,lbr+13,1.048132105087,54,lbr+13,283.35593,-6.82386,
2069,J1853+0853,lfl+06,214,5,lfl+06,3.9146579157,5,lfl+06,283.34196,8.88806,
2070,J1853+1303,fsk+04,30.56996,8,abb+18,0.004091797383378764,14,abb+18,283.48883,13.06224,
2071,J1854+00,lbh+15,532.9,0,lbh+15,0.76733,0,lbh+15,283.50000,0.00000,
2072,J1854+0306,dcm+09,192.4,52,kkl+11,4.5578200962,1,kkl+11,283.51242,3.10389,
2073,J1854+0317,eklk13,404,8,eklk13,1.3664496471,2,eklk13,283.62108,3.29194,
2074,J1854+0319,lsb+17,480.2,13,lsb+17,0.628540823296,15,lsb+17,283.50046,3.32022,
2075,B1852+10,sstd86,207.2,3,hlk+04,0.573196989078,20,hlk+04,283.62223,10.77837,
2076,B1851-14,mlt+78,130.40,3,hlk+04,1.146594847118,14,hlk+04,283.68455,-14.35734,
2077,J1854-1557,bbj+11,150,17,bbb+12,3.4531211813,7,bbb+12,283.72333,-15.96306,
2078,J1855+0205,nab+13,867.3,2,nab+13,0.2468167699732,9,nab+13,283.92519,2.09344,
2079,J1855+0306,lsb+17,634,6,lsb+17,1.63356517930,18,lsb+17,283.90933,3.10611,
2080,J1855+0307,hfs+04,402.5,19,hfs+04,0.84534757461,4,hfs+04,283.86096,3.12228,
2081,J1855+0422,mhl+02,438,6,mhl+02,1.6781063295,3,mhl+02,283.92237,4.37972,
2082,J1855+0527,kel+09,362,3,kel+09,1.39348448168,8,kel+09,283.81280,5.46131,
2083,J1855+0700,hfs+04,244,4,hfs+04,0.258684648071,7,hfs+04,283.82383,7.01031,
2084,J1855-0941,ebvb01,151.99,14,hfs+04,0.34540115992,4,ebvb01,283.81533,-9.68389,
2085,J1855-1436,san16,109.2,0,san16,0.003594091653371,1,san16,283.97595,-14.60249,
2086,J1856+0102,hfs+04,554,3,hfs+04,0.620217115135,20,hfs+04,284.11876,1.03628,
2087,B1853+01,wcd91,96.74,12,hlk+04,0.26743960987,7,hlk+04,284.04438,1.22258,
2088,J1856+0245,hng+08,623.5,2,nab+13,0.08090668906,4,nab+13,284.21208,2.76306,
2089,J1856+0404,mhl+02,341.3,7,mhl+02,0.42025215518,9,mhl+02,284.11083,4.07389,
2090,J1856-0526,lfl+06,130.5,4,lfl+06,0.370483417429,7,lfl+06,284.09157,-5.44911,
2091,J1856+09,pab+18,193.4,6,pab+18,2.17071,11,pab+18,284.00000,9.00000,
2092,J1856-3754,tm07,*,0,*,7.05520287,3,vk08,284.14754,-37.90994,
2093,B1854+00,moh83,82.39,11,hlk+04,0.356928998022,4,hlk+04,284.25337,0.95466,
2094,J1857+0143,hfs+04,249,3,hfs+04,0.139760064515,4,hfs+04,284.38753,1.72972,
2095,J1857+0210,mhl+02,783,11,mhl+02,0.63098305833,6,mhl+02,284.42042,2.18278,
2096,B1855+02,cl86,506.77,18,hlk+04,0.415823055263,7,hlk+04,284.43184,2.21142,
2097,J1857+0300,lsb+17,691,4,lsb+17,0.77267804332,4,lsb+17,284.32046,3.00722,
2098,J1857+0526,kbm+03,466.4,12,kbm+03,0.349951177522,4,kbm+03,284.31607,5.44131,
2099,J1857+0809,hfs+04,282,3,hfs+04,0.502923870516,13,hfs+04,284.28879,8.15119,
2100,B1855+09,srs+86,13.3140,25,abb+18,0.00536210046612603,9,abb+18,284.40163,9.72144,
2101,J1857-1027,ebvb01,108.9,7,ebvb01,3.6872190477,3,ebvb01,284.36021,-10.45028,
2102,J1858+02,lbh+15,492.1,0,lbh+15,0.19765,0,lbh+15,284.50000,2.00000,
2103,J1858+0215,mhl+02,702.00,10,mhl+02,0.7458280320,3,mhl+02,284.57262,2.26056,
2104,J1858+0241,hfs+04,336,15,hfs+04,4.6932329333,12,hfs+04,284.72421,2.69389,
2105,J1858+0319,lsb+17,284,3,lsb+17,0.86744387855,4,lsb+17,284.67033,3.32264,
2106,J1858+0346,nab+13,386,1,nab+13,0.256843797950,5,nab+13,284.59317,3.77717,
2107,J1858-0736,kek+13,194.0,0,kek+13,0.551058591,2,kek+13,284.68458,-7.61667,
2108,J1858-2216,san16,26.631,2,san16,0.0023840129012370,2,san16,284.57450,-22.28233,
2109,J1859+00,cnst96,420,3,hfs+04,0.559634,3,cnst96,284.94167,0.58333,
2110,J1859+0601,hfs+04,276,7,hfs+04,1.04431270179,15,hfs+04,284.94067,6.02947,
2111,J1859+0603,lsb+17,378.6,20,lsb+17,0.508561079708,17,lsb+17,284.92555,6.06514,
2112,J1859+07,pab+18,303,2,pab+18,*,0,*,284.75000,7.00000,
2113,J1859+1526,nft95,97.45,1,bkk+16,0.933971582308,19,cn95,284.93495,15.43639,
2114,J1859+7654,slr+14,47.25,7,lsk+18,1.393729135204,20,lsk+18,284.90010,76.91545,
2115,J1900-0051,hfs+04,136.8,7,hfs+04,0.385194094862,6,hfs+04,285.19435,-0.85233,
2116,J1900+0227,mhl+02,201.1,17,mhl+02,0.37426157516,3,mhl+02,285.16083,2.45889,
2117,J1900+0308,csl+12,249.898,11,csl+12,0.004909239016418,5,csl+12,285.21064,3.14002,
2118,J1900+0438,lsb+17,627,6,lsb+17,0.312314406456,18,lsb+17,285.05562,4.64633,
2119,J1900+0634,hfs+04,323.4,18,hfs+04,0.389869101178,20,hfs+04,285.11681,6.57247,
2120,J1900-09,bbb+12,150,0,bbb+12,1.424,0,bbb+12,285.05833,-9.46861,
2121,B1857-26,vl70,37.994,5,hlk+04,0.6122092044383,7,hlk+04,285.19826,-26.01217,
2122,J1900+30,cnst96,71.8352,22,bkk+16,0.602227,3,cnst96,285.07500,30.88333,
2123,B1851-79,mlt+78,39,5,nmc81,1.2791931935,6,nmc81,285.10167,-79.86339,
2124,J1901+00,cnst96,345.5,11,hfs+04,0.777662,3,cnst96,285.38333,0.43333,
2125,J1901+0124,hfs+04,314.4,13,hfs+04,0.318817259335,11,hfs+04,285.46894,1.41369,
2126,B1859+01,stwd85,105.394,7,hlk+04,0.2882191593441,10,hlk+04,285.39287,1.94395,
2127,J1901+0234,lbh+15,404,3,lsb+17,0.88524028123,4,lsb+17,285.36221,2.58094,
2128,J1901+0254,hfs+04,185,5,hfs+04,1.2996934495,3,hfs+04,285.31529,2.91139,
2129,J1901+0300,skl+15,253.887,2,skl+15,0.007796776259722,4,skl+15,285.49840,3.00648,
2130,J1901-0312,hfs+04,106.4,11,hfs+04,0.355725186569,14,hfs+04,285.31531,-3.20819,
2131,J1901-0315,lfl+06,242.6,16,lfl+06,0.80169309688,11,lfl+06,285.31804,-3.25397,
2132,J1901+0320,hfs+04,393,7,hfs+04,0.63658447822,8,hfs+04,285.26254,3.33833,
2133,B1859+03,dlp70,402.080,12,hlk+04,0.65545023949,4,hlk+04,285.38242,3.51833,
2134,J1901+0355,hfs+04,547,3,hfs+04,0.55475646483,3,hfs+04,285.37838,3.93303,
2135,J1901+0413,mhl+02,352,3,mhl+02,2.6630796830,8,mhl+02,285.29292,4.23083,
2136,J1901+0435,lfl+06,1042.6,10,lfl+06,0.6905763581,3,lfl+06,285.38417,4.58972,
2137,J1901+0459,lbh+15,1108,4,lsb+17,0.87704381015,6,lsb+17,285.32279,4.98522,
2138,J1901+0510,hfs+04,429,7,hfs+04,0.61475669408,12,hfs+04,285.49104,5.17611,
2139,J1901+0511,lsb+17,410,7,lsb+17,4.6003689902,4,lsb+17,285.42879,5.18339,
2140,J1901+0621,cfl+06,94,7,lfl+06,0.83200194892,5,lfl+06,285.27483,6.35528,
2141,B1859+07,cjlm87,252.81,7,hlk+04,0.64399866351,4,hlk+04,285.41224,7.27633,
2142,J1901-0906,lml+98,72.677,18,hlk+04,1.781927762343,5,hlk+04,285.47090,-9.10300,
2143,J1901+11,pab+18,268.9,8,pab+18,0.40914,1,pab+18,285.25000,11.00000,
2144,J1901+1306,nft95,75.0988,60,bkk+16,1.8308574530,2,cn95,285.45321,13.11342,
2145,J1901-1740,ebvb01,24.4,6,ebvb01,1.95685759005,16,ebvb01,285.32513,-17.66667,
2146,J1902+02,lbh+15,281.2,0,lbh+15,0.41532,0,lbh+15,285.50000,2.00000,
2147,J1902+0248,hfs+04,272.0,1,hfs+04,1.22377745359,17,hfs+04,285.70942,2.81556,
2148,J1902-0340,hfs+04,114,6,hfs+04,1.5246721060,4,hfs+04,285.71125,-3.67167,
2149,B1900+05,ht74,177.486,13,hlk+04,0.7465773564336,17,hlk+04,285.67759,5.94053,
2150,B1900+06,lh81,502.900,17,hlk+04,0.673503316930,10,ywml10,285.70949,6.27595,
2151,J1902+0723,nft95,105.0,3,cn95,0.4878126283,2,cn95,285.55642,7.39750,
2152,J1902-10,bbb+12,91,0,bbb+12,0.7868,0,bbb+12,285.57500,-10.65917,
2153,J1902-5105,kcj+12,36.25,1,ckr+15,0.00174239994990564,16,ckr+15,285.51187,-51.09916,
2154,J1902-70,rap+12,19.5,0,rap+12,0.00360,0,rap+12,285.50000,-70.00000,
2155,B1900+01,dls73,245.167,6,hlk+04,0.729305838214,16,lwy+16,285.87493,1.59399,
2156,J1903-0258,lfl+06,113.0,5,lfl+06,0.301458774079,6,lfl+06,285.87643,-2.97100,
2157,J1903+0327,crl+08,297.5245,6,fbw+11,0.00214991236434921,5,fbw+11,285.77414,3.45534,
2158,J1903+0415,lbh+15,473.5,0,lbh+15,1.15139,0,lbh+15,285.75000,4.25000,
2159,J1903+0601,hfs+04,388,3,hfs+04,0.374117028251,5,hfs+04,285.83697,6.02611,
2160,B1900-06,dls72,195.611,10,hlk+04,0.43188708466,6,hlk+04,285.90808,-6.53943,
2161,J1903+0654,lsb+17,329,7,lsb+17,0.79123225301,7,lsb+17,285.98033,6.91094,
2162,J1903-0848,blr+13,66.99,4,blr+13,0.88732464056,4,blr+13,285.79696,-8.81594,
2163,J1903+0925,lfl+06,162,6,lfl+06,0.35715482026,9,lfl+06,285.97992,9.43194,
2164,J1903+2225,nft95,109.20,3,cn95,0.65118538418,14,cn95,285.97062,22.42008,
2165,J1903-7051,ckr+15,19.66,1,ckr+15,0.0035978980188911,11,ckr+15,285.91164,-70.86207,
2166,J1904+0004,mld+96,233.61,4,hlk+04,0.1395246665887,12,lwy+16,286.05299,0.06814,
2167,J1904-0150,lfl+06,162.2,5,lfl+06,0.379387161967,6,lfl+06,286.23148,-1.84236,
2168,J1904+0412,clm+01,185.9,7,clm+01,0.0710948973807,3,clm+01,286.13076,4.20164,
2169,J1904+0451,skl+15,182.705,4,skl+15,0.006092367929630,4,skl+15,286.24744,4.86526,
2170,J1904+0738,cfl+06,278.32,8,nab+13,0.2089583321216,2,nab+13,286.03139,7.64769,
2171,J1904+0800,kbm+03,438.8,13,kbm+03,0.263344725870,9,kbm+03,286.01458,8.01461,
2172,B1901+10,ht75b,135,2,lcx02,1.85656971650,7,lcx02,286.01037,10.19294,
2173,J1904-1224,lml+98,118.23,4,hlk+04,0.750808122380,3,hlk+04,286.13867,-12.40037,
2174,J1904-16,bbb+12,150,0,bbb+12,1.541,0,bbb+12,286.18750,-16.41306,
2175,B1902-01,stwd85,229.131,5,hlk+04,0.643181259558,3,hlk+04,286.36556,-0.94471,
2176,J1905+0154A,hrs+07,193.692,8,hrs+07,0.00319294082,1,hrs+07,286.31417,1.90917,
2177,J1905+0400,hfs+04,25.6923,12,gsf+11,0.0037844047882356,3,gsf+11,286.36781,4.00302,
2178,J1905+0414,pab+18,383,1,pab+18,*,0,*,286.25000,4.23333,
2179,J1905+0600,hfs+04,730.1,19,hfs+04,0.441209731966,18,hfs+04,286.26812,6.01664,
2180,J1905+0616,lxf+05,256.05,1,lxf+05,0.989706023196,7,lxf+05,286.27854,6.27131,
2181,B1903+07,cl86,245.34,10,hlk+04,0.64804005430,7,hlk+04,286.47343,7.15538,
2182,J1905+0902,cfl+06,433.4,1,nab+13,0.2182529126846,9,nab+13,286.33140,9.04236,
2183,J1906+0055,lbh+15,126.8317,9,sab+16,0.0027895524236884,2,sab+16,286.70284,0.91886,
2184,J1906+0414,lfl+06,349,9,lfl+06,1.043361628655,9,lfl+06,286.74080,4.24151,
2185,J1906+0509,lsb+17,99.5,19,lsb+17,0.397589683040,5,lsb+17,286.73540,5.15989,
2186,B1904+06,cl86,472.8,3,hlk+04,0.2672750082591,5,hlk+04,286.64685,6.68414,
2187,J1906+0649,hfs+04,249,4,hfs+04,1.28656437956,10,hfs+04,286.54987,6.83003,
2188,J1906+0722,cpw+15,*,0,*,0.1115241364978,13,cpw+15,286.63000,7.38217,
2189,J1906+0725,lbh+15,480.4,0,lbh+15,1.53651,0,lbh+15,286.50000,7.41667,
2190,J1906+0746,lsf+06,217.7508,4,vks+15,0.14407315538,5,vks+15,286.70358,7.77386,
2191,J1906+0912,mhl+02,265,5,mhl+02,0.77534458995,5,mhl+02,286.61858,9.21572,
2192,J1906+1854,nft95,156.7676,30,bkk+16,1.01909277135,8,cn95,286.68629,18.90236,
2193,J1907+0249,hfs+04,261,6,hfs+04,0.351879439822,20,hfs+04,286.92512,2.82806,
2194,J1907+0255,lbh+15,257,4,lsb+17,0.61876063644,3,lsb+17,286.82458,2.91742,
2195,J1907+0345,hfs+04,311.7,9,hfs+04,0.240153263208,5,hfs+04,286.81060,3.75294,
2196,J1907+05,lbh+15,456.7,0,lbh+15,0.16868,0,lbh+15,286.75000,5.00000,
2197,J1907+0534,mhl+02,524,4,mhl+02,1.1384027132,6,mhl+02,286.84725,5.58139,
2198,J1907+0602,aaa+09c,82.1,11,aaa+10d,0.106632746266,5,rkp+11,286.97808,6.03803,
2199,J1907+0631,lsb+17,428.6,18,lsb+17,0.323648024490,19,lsb+17,286.76590,6.52192,
2200,J1907+0731,hfs+04,239.8,13,hfs+04,0.363676330005,12,hfs+04,286.97829,7.52275,
2201,J1907+0740,mhl+02,332,3,mhl+02,0.574697951954,17,mhl+02,286.93382,7.67294,
2202,J1907+0859,lsb+17,190,3,lsb+17,1.52704227084,3,lsb+17,286.75797,8.99550,
2203,J1907+0918,lx00,357.9,1,lx00,0.2261071099878,6,lx00,286.84350,9.30854,
2204,J1907+0919,ksh+99,*,0,*,5.198346,3,met+06,286.80971,9.32225,
2205,J1907+1149,lfl+06,202.8,15,lfl+06,1.42016034143,17,lfl+06,286.90742,11.82697,
2206,B1904+12,ht75b,257,1,lcx02,0.82709737059,3,lcx02,286.79458,12.79331,
2207,J1907-1532,bbb+12,72.6,7,bbb+12,0.63223532885,4,bbb+12,286.77825,-15.53747,
2208,B1905+39,dth78,30.966,14,bkk+16,1.235757452781,3,hlk+04,286.89440,40.03492,
2209,J1908+0457,zcwl96,360,5,zcwl96,0.8467928462,4,zcwl96,287.06729,4.96139,
2210,J1908+0500,nft95,201.42,2,cn95,0.29102078676,3,cn95,287.02151,5.01512,
2211,J1908+0734,nft95,11.104,11,cn95,0.212352673319,2,cn95,287.07088,7.57066,
2212,J1908+0833,lsb+17,700.1,20,lsb+17,0.512110722994,12,lsb+17,287.08733,8.55875,
2213,J1908+0839,mhl+02,512.1,24,mhl+02,0.185397243919,14,mhl+02,287.07713,8.66644,
2214,J1908+0909,mhl+02,467.5,15,mhl+02,0.336554651762,16,mhl+02,287.03099,9.15344,
2215,B1906+09,ht75b,249.8,5,hfs+04,0.83026988471,6,gr78,287.24483,9.27056,
2216,J1908+2351,lwf+04,101.695,15,bkk+16,0.377578026,1,lwf+04,287.13308,23.86164,
2217,B1907+00,dls73,112.787,6,hlk+04,1.01694836198,4,hlk+04,287.39691,0.13271,
2218,B1907+02,dls72,171.734,9,hlk+04,0.989831207210,5,hlk+04,287.40963,2.91408,
2219,J1909+0616,mhl+02,352,4,mhl+02,0.75599276085,18,mhl+02,287.46337,6.28106,
2220,J1909+0641,dcm+09,36.7,2,nab+13,0.741761952452,6,nab+13,287.37105,6.69050,
2221,J1909+0749,nab+13,539.36,5,nab+13,0.23716129322,9,nab+13,287.28417,7.82556,
2222,J1909+0912,mhl+02,421.5,17,mhl+02,0.222949273318,15,mhl+02,287.33296,9.21492,
2223,B1907+10,dls73,149.982,4,hlk+04,0.2836413311242,9,ywml10,287.45289,11.03426,
2224,J1909+1148,lbh+15,199.8,5,lsb+17,0.448945466859,3,lsb+17,287.38075,11.81663,
2225,J1909+1450,nft95,119.5,2,cn95,0.9961077952,4,cn95,287.36233,14.84944,
2226,J1909+1859,nft95,64.517,26,bkk+16,0.54245109601,4,cn95,287.32752,18.98632,
2227,J1909+21,cck+16,62,0,cck+16,0.00256,0,cck+16,287.38333,21.05000,
2228,J1909-3744,jbv+03,10.3932,0,rhc+16,0.002947108069160717,3,rhc+16,287.44764,-37.73735,
2229,J1910-0112,lfl+06,178,26,lfl+06,1.3606029280,8,lfl+06,287.56542,-1.20167,
2230,J1910+0225,hfs+04,209,3,hfs+04,0.337854845269,11,hfs+04,287.54316,2.42322,
2231,B1907-03,mlt+78,205.53,3,hlk+04,0.504604607817,13,hlk+04,287.62366,-3.16502,
2232,B1907+03,mb75,82.93,10,hlk+04,2.33026282052,7,hlk+04,287.53777,3.97445,
2233,J1910+0517,lsf+17,300,2,lsf+17,0.308047946620,12,lsf+17,287.65795,5.29892,
2234,J1910+0534,mhl+02,484,3,mhl+02,0.45286735393,9,mhl+02,287.61046,5.56917,
2235,J1910+0714,nft95,124.06,5,cn95,2.7124228384,3,cn95,287.57749,7.23661,
2236,J1910+0728,hfs+04,283.7,4,hfs+04,0.325415321974,3,hfs+04,287.59200,7.47697,
2237,J1910+1027,lbh+15,705.7,0,lbh+15,0.53147,0,lbh+15,287.50000,10.45000,
2238,B1907+12,ht75b,258.64,12,hlk+04,1.441741592612,15,hlk+04,287.55641,12.52783,
2239,J1910+1256,fsk+04,30.0684,5,abb+18,0.004983583942346950,20,abb+18,287.54042,12.94041,
2240,J1910-5959A,dlm+01,33.6998,16,cbp+12,0.00326618657079054,9,cbp+12,287.92815,-59.97414,
2241,J1910-5959B,dpf+02,33.28,4,dpf+02,0.008357798500844,2,cpl+06,287.71690,-59.98357,
2242,J1910-5959C,dpf+02,33.21,4,dpf+02,0.0052773269323093,15,cpl+06,287.77315,-60.01658,
2243,J1910-5959D,dpf+02,33.28,2,cpl+06,0.009035285247765,4,cpl+06,287.71840,-59.98486,
2244,J1910-5959E,dpf+02,33.31,3,cpl+06,0.004571765939750,2,cpl+06,287.71732,-59.98391,
2245,J1911+00,mll+06,100,3,mll+06,6.94,1,kkl+11,287.95000,0.61667,
2246,B1908+00A,dma+93,202.678,3,fhn+05,0.003618524251059,2,fhn+05,287.79621,1.03604,
2247,J1911+0101B,fhn+05,196.69,2,fhn+05,0.005384325706188,9,fhn+05,287.80239,1.03068,
2248,J1911+09,lbh+15,334.7,0,lbh+15,0.27371,0,lbh+15,287.75000,9.00000,
2249,J1911+10,lbh+15,446.2,0,lbh+15,0.19089,0,lbh+15,287.75000,10.00000,
2250,J1911-1114,llb+96,31.02,11,dcl+16,0.003625745633114,5,dcl+16,287.95534,-11.23958,
2251,J1911+1347,fsk+04,30.9883,9,abb+18,0.004625962470879693,13,abb+18,287.98002,13.79288,
2252,J1911+1758,nft95,48.98,16,bkk+16,0.46040581878,14,cn95,287.98079,17.97939,
2253,B1910+10,ht75b,147.0,5,lcx02,0.409349485862,6,lcx02,288.19304,10.61156,
2254,B1910+20,dls73,88.5961,62,bkk+16,2.232969028273,8,hlk+04,288.18064,21.07605,
2255,J1912+2525,nft95,37.8474,16,bkk+16,0.62197624506,6,cn95,288.07761,25.41726,
2256,B1911-04,lvw69b,89.385,10,hlk+04,0.825935803096,9,hlk+04,288.47572,-4.67991,
2257,J1913+0446,kbm+03,109.1,17,kbm+03,1.61612987171,16,kbm+03,288.46175,4.76833,
2258,J1913+0617,lbh+15,155.8,0,lbh+15,0.00503,0,lbh+15,288.25000,6.28333,
2259,J1913+0657,lsb+17,142,3,lsb+17,1.25718110369,7,lsb+17,288.38717,6.95675,
2260,J1913+0832,mhl+02,355.2,10,mhl+02,0.134409003575,11,mhl+02,288.25208,8.53475,
2261,J1913+0904,lfl+06,95.3,6,lfl+06,0.163245785775,11,lfl+06,288.33775,9.07928,
2262,B1911+09,ht75b,157,2,lcx02,1.24196459936,3,lcx02,288.46958,9.61161,
2263,J1913+1000,hfs+04,422,3,hfs+04,0.83714819649,5,hfs+04,288.26496,10.00067,
2264,J1913+1011,mhl+02,178.8,3,mhl+02,0.03590861279827,15,mhl+02,288.33475,10.18971,
2265,J1913+1050,lsb+17,231.1,9,lsb+17,0.190067107649,3,lsb+17,288.39735,10.84072,
2266,J1913+1102,lfa+16,338.96,2,lfa+16,0.027285006852515,15,lfa+16,288.37106,11.03493,
2267,J1913+1103,lbh+15,628.9,0,lbh+15,0.92391,0,lbh+15,288.25000,11.05000,
2268,J1913+1145,mhl+02,637.0,22,mhl+02,0.30606864497,3,mhl+02,288.43283,11.75919,
2269,J1913+1330,mll+06,175.64,6,mlk+09,0.9233913866507,3,bls+18,288.32487,13.50911,
2270,B1911+13,ht74,145.052,5,hlk+04,0.5214727140817,17,hlk+04,288.35149,14.01464,
2271,J1913+3732,bck+13,72.3263,41,bkk+16,0.851078948902,7,bck+13,288.36620,37.53675,
2272,J1914+0219,lfl+06,233.8,4,lfl+06,0.457526573507,11,lfl+06,288.59914,2.32994,
2273,J1914+0631,hfs+04,58,3,hfs+04,0.69381120574,5,hfs+04,288.57183,6.53231,
2274,J1914+0659,lbh+15,225.3,2,sab+16,0.01851182255144,3,sab+16,288.57353,7.01972,
2275,J1914+08,kbj+18,285,0,kbj+18,0.440048,2,kbj+18,288.57500,8.75000,
2276,B1911+11,ht75b,100,10,hfs+04,0.60099749634,9,gr78,288.54217,11.36769,
2277,J1915+0227,lfl+06,192.6,5,lfl+06,0.3173062332319,16,lfl+06,288.75884,2.46327,
2278,J1915+0738,nft95,39.00,8,cn95,1.54270444942,10,cn95,288.85333,7.64206,
2279,J1915+0752,rtj+96,105.3,3,clm+05,2.05831378861,7,clm+05,288.75808,7.86922,
2280,J1915+0838,hfs+04,358,3,hfs+04,0.34277679653,4,hfs+04,288.80779,8.64992,
2281,B1913+10,ht75b,241.693,10,hlk+04,0.404547474466,4,ywml10,288.87493,10.16213,
2282,J1915-11,kkl+15,91.06,8,kkl+15,2.1770,2,kkl+15,288.75000,-11.50000,
2283,J1915+1144,lbh+15,338.3,0,lbh+15,0.17365,0,lbh+15,288.75000,11.73333,
2284,J1915+1149,lbh+15,702.1,0,lbh+15,0.10004,0,lbh+15,288.75000,11.81667,
2285,J1915+1410,lfl+06,273.7,3,lfl+06,0.297494121670,7,lfl+06,288.89757,14.18097,
2286,B1913+16,ht75a,168.77,1,tw82,0.059030003217813,11,wh16,288.86666,16.10761,
2287,B1913+167,ht75b,62.57,7,hlk+04,1.616231495126,8,hlk+04,288.82962,16.78569,
2288,J1916+0748,rtj+96,304.0,15,clm+05,0.54175211381,17,clm+05,289.21458,7.80000,
2289,J1916+0844,hfs+04,339.4,8,hfs+04,0.439995272067,8,hfs+04,289.07950,8.73528,
