,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,VLT_FORS2_I,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
48,49,500.73259961674677,389.4698682535577,,489,511,368,399,389.0,3.4230242399312125,1.8065046527814084,64.34082022620188,0.8493990960059407,-0.15112951691898502,253.97998935074435,0.0,1975.3836003032525,,1879.0198111497252,,19.29941610243055,1.4,199.79860066456695,-18.836034977343843,35.42631759826635,0.8626021084626656,0.22729443200149846,6.519129593563106e-05,19.29941610243055,0.002766894599206911,0.0,0.0,0.0,0.0
55,56,344.4184262249414,432.4503648734746,,336,351,426,439,163.0,3.3435282971060825,2.6065496018286765,2.936768437549619,0.6263019867750163,0.5006388843510337,10.84374562228193,0.0,619.3820810037416,,755.90506654715,,20.5586481200534,1.994940490355274,199.809998706296,-18.83299330512916,18.165210160175352,0.8425691308707328,0.2204361396013691,0.00023742568605190995,20.5586481200534,0.000759721694981898,0.0,0.0,0.0,0.0
56,57,172.33851017209068,436.8452228568631,,167,179,431,442,127.0,2.9061193373210195,2.3790787243974334,27.64991081101465,0.5743005478026778,0.011053471256474268,3.649093436524282,0.0,150.39542455903012,,208.92853290732762,,22.095458152162614,2.2345706473650586,199.82256654268934,-18.83261143226606,50.614787607343594,0.732342073004897,0.9997195443266741,0.0010149877965043065,22.095458152162614,0.0001777139047984915,0.0,0.0,0.0,0.0
57,58,677.5348800820655,448.4689773768529,,667,684,438,457,226.0,3.416621470698231,1.9923046153116486,64.28581410906175,0.8123851283047231,-0.2179914047293181,23.37979084350073,0.0,552.4006144808621,,553.2745963858752,,20.68290932971205,1.4,199.7856579829386,-18.832034486829027,81.66365356432668,0.8609886106159542,0.9963972944731908,0.00026837180461294864,20.68290932971205,0.000672117717059514,0.0,0.0,0.0,0.0
58,59,57.34851956305298,448.40498674419416,,49,70,440,459,307.0,3.4541092233554513,3.119134992788734,-24.116540228137243,0.42959529543346175,0.06467465156740104,27.284374357653107,0.0,653.1246956139048,,674.1815004088689,,20.50105444875826,1.4,199.8309606074065,-18.831759620505817,78.66324972456499,0.8704355242855737,0.9872506426764276,0.0002242506509658092,20.50105444875826,0.0008043563925578017,0.0,0.0,0.0,0.0
50,51,549.6797909598132,396.3451661057738,,541,559,386,407,301.0,1.754754799409116,1.5991244076932745,46.77965880922698,0.4117223802797716,-0.007276565242150923,509.2259843812809,0.0,4485.682991688307,,4335.593573043724,,18.408973266615508,1.4,199.79502190804254,-18.835581466178017,47.712921521233014,0.4421982094510972,0.16202099078896526,2.4695624990247645e-05,18.408973266615508,0.0073040242840919575,0.0,0.0,0.0,0.0
51,52,717.8704945242339,397.79161231290277,,707,721,389,407,177.0,3.0585480247779477,2.583014912758477,-82.98700581805481,0.5355188915397688,0.052421752714252534,14.27145368984408,0.0,421.6854910426354,,593.7710491308064,,20.976073066042638,1.6088787203805952,199.7827351718002,-18.8355559324995,89.2368897683269,0.7707541022440428,0.9998684692434968,0.0003570518239684204,20.976073066042638,0.0005051856132110127,0.0,0.0,0.0,0.0
52,53,523.3940691763426,401.4892620623067,,518,528,397,406,75.0,1.9259542812907953,1.5451921388039358,-1.350807104643254,0.5969217095888262,-0.09817728671768577,6.100110123060006,0.0,98.49312879474246,,102.00148310598237,,22.55502987788311,1.4,199.79693961378214,-18.83521410998446,41.58552598806267,0.4853404788852804,0.9997526500069266,0.0015268360048274747,22.55502987788311,0.00011813806071463373,0.0,0.0,0.0,0.0
54,55,158.35479874680976,430.8971641272128,,154,165,424,436,107.0,2.333728349775786,1.3234462773064446,-51.41600750795395,0.8236522142041105,-0.1886156267112824,33.14756786795574,0.0,290.15140695776824,,292.2683470820166,,21.381983010183458,1.4446882768022784,199.82359087856693,-18.83301628241269,53.364565096157776,0.5880995441434981,0.990981854661495,0.0005258462685263412,21.381983010183458,0.0003430231522705221,0.0,0.0,0.0,0.0
63,64,622.7284077566505,500.48247259813786,,616,634,493,507,192.0,2.922293222214901,2.023269593486033,40.618429957789054,0.7215553041840919,-0.07867963528572375,17.53218190463319,0.0,516.8391769490648,,528.298447532525,,20.75515614670883,1.5428835966392946,199.78963707455745,-18.828414211555966,73.7256925918805,0.736417891998155,0.9927151888246105,0.00028806761828781475,20.75515614670883,0.0006261635574026161,0.0,0.0,0.0,0.0
64,65,363.917128821178,523.314181545847,,353,374,506,544,566.0,4.6458704872208685,2.2084567672398587,-87.98894795227824,0.879791870568383,-0.24622156480847934,163.35112786589627,0.0,3140.4465684184884,,3036.958411272584,,18.7960661904499,1.4,199.8085311383808,-18.82672008437654,40.30047022122708,1.1707593627796589,0.17638833267013077,3.788056838451188e-05,18.7960661904499,0.00476174071119132,0.0,0.0,0.0,0.0
65,66,608.2554553666082,519.2526778854116,,601,616,510,530,216.0,5.1563841457069595,2.4877737506715354,82.22029028113748,0.8759153694974069,-0.18222725677807716,6.428118366831413,0.0,211.76478029754185,,327.2832038448689,,21.723910382227665,2.3528613920179615,199.7906854607421,-18.827110088519294,72.97052383581652,1.2994088047181538,0.999994532244396,0.000723272970838962,21.723910382227665,0.0002493905508875408,0.0,0.0,0.0,0.0
66,67,306.63439796832586,515.5844382170081,,302,311,511,520,76.0,1.6110799697887517,1.5405095120465402,72.95466501577485,0.2927245790949209,-0.02330120934645663,9.783808082574424,0.0,140.04183283190895,,141.88054107176168,,22.172900247068405,1.4,199.81271901760422,-18.827228643996662,40.70265225473142,0.40599215238676545,0.996550462446881,0.001088191384107,22.172900247068405,0.00016575893475541503,0.0,0.0,0.0,0.0
67,68,238.09146674368387,536.5958799104021,,228,257,520,546,489.0,5.488083776502159,2.1965341910226943,-26.945400192173864,0.9164116668642436,-0.1862833354643385,327.4721175495451,0.0,3188.037213471242,,3061.3939063482444,,18.77973625671636,1.4,199.8177156363997,-18.82574493466609,53.28930072977375,1.382997111678544,0.2832134214010279,3.720980260029784e-05,18.77973625671636,0.004847578649561371,0.0,0.0,0.0,0.0
68,69,620.1298523923977,547.2041839724887,,614,625,540,555,138.0,3.1693691706591185,1.9553523510984274,-82.07078437675106,0.7869998654527992,-0.14742968887888708,4.922900263509433,0.0,183.08928450576673,,202.07108439294535,,21.88188739348065,1.8540819608408166,199.7898050127896,-18.825182881114525,79.32162752695909,0.7986810310060979,0.9999999342539881,0.0008361573633593271,21.88188739348065,0.00021572188746256637,0.0,0.0,0.0,0.0
69,70,340.06311828447554,554.6824943900091,,333,347,543,563,230.0,3.8492312442137706,2.258607194314672,84.85504971465308,0.8097548173976358,-0.164223912594764,25.792572961539264,0.0,482.81049801434233,,493.8111066264783,,20.82910295065362,1.4,199.81025859256954,-18.824540635830303,48.388802134471256,0.9700062735418702,0.8979490510157616,0.0003096276669721137,20.82910295065362,0.0005825624253915349,0.0,0.0,0.0,0.0
70,71,697.8527556777632,554.0552720349241,,693,703,547,562,140.0,3.307311095954886,1.8031741463652813,68.59543698509592,0.8383004732087943,-0.054545160328714815,5.8972536771309905,0.0,214.8613533259238,,230.5881071065881,,21.708148945103837,1.6862536383973799,199.78412463889157,-18.824743575594997,96.54167310445486,0.8334423961806313,0.9999999991455293,0.0007128272237306366,21.708148945103837,0.0002530451119635662,0.0,0.0,0.0,0.0
